,Unnamed: 0,tweet,class_multi,class_binary
15007,15007,nikjer sramot za televiz operater zvečer pa bodo ponovn pljuv po aktual vladi in prena live anti proslav v lj,1,1
15008,15008,no z vodko imam nekaj zgodb a samo trojk ne prenes več wybor in zubrov pa še grest,0,0
15009,15009,a se je že sprejel zakon o ukinit oz privatiz v slo,1,1
15010,15010,polčas pokalsparn glavn odmor odhaj s štiri točka zaost blažič 19 millermcintyr 9 zmajevosr,0,0
15011,15011,učinkovit odstr tudi virus ki se skriv v sluzi in izločk razkuž je po drugi stran bolj uporab za hitro in učinkovit čiščen rok takrat ko so roke že v grobe čiste in ni časa za pogost umivan na primer v zdravs,0,0
15012,15012,tole z in da ne boste preseneč ko se dimna zaves razkad in ima le svoje interes in ne interes narod,1,1
15013,15013,tak vic ti ne pride na misel če o tem ne razmi in a se ni tudi štromajer neslan hecal,0,0
15014,15014,ukc je poved da niso testir mask koga imate za norca,1,1
15015,15015,preber še komentar tist one of us or both would be bleed,0,0
15016,15016,ta covid 19 ima več epizod k esmer saj kmalu v jesen priha covid 20,1,1
15017,15017,pil sem 60 dni zapovr se potep naokrog in na koncu postal kapet rusij nogomet rusij romanshirok alkohol karier,0,0
15018,15018,a je lahko namest glicer gel aloe vera da navlaž kožo zarad alkohol ki kožo zelo izsuš seved le tolik da je alko še vedno 60,0,0
15019,15019,celj policis obravnav nesreč kolesar ki je imel kar 4 10 promil alkohol,0,0
15020,15020,v športn parku fazaner potek letošn murin nogomet tabor za otrok od 5 do 10 leta vestnik,0,0
15021,15021,dule žabar potolkel mariborčane dušan kosić bivši kapet in trener olimp je poskrbel da so zelenobel spet čvrst v sedlu celjan so premag maribor z 2 0 verjet bodo tudi hadžić nasprotnik sedaj malce utihn in pustil olimp pri miru plts,0,0
15022,15022,izračun kažej da imamo ob sedanj stopnjah rasti prebiv in porab virov še posebej gozdov le še nekaj desetlet časa predn bo prišl do nepovr kolaps naše civiliz opozar štud fizkov ki proučujet komplek siste,0,0
15023,15023,ko boš pedal še za koga drug recim kot primer za jankovič potem boš nače dokler pa ne preneset da oblast ni več na vaši stran pa ste samo ljudj ki demokr ne razumet,1,1
15024,15024,še vedno misl da je jj probl niti najman on je vedno isti probl so poslan iz strank smc obljub so eno in pisal o princ teme sedaj pa so prodal svoje ime za slaba tri leta solidn plače how low can you go,1,1
15025,15025,znotraj nakup sredi bodo v petek odprl le nekaj trgov piše,0,0
15026,15026,hojs odhojsal na tv ob prepovedi druženja več kot 5 ljudi že sedaj je kazen 80400 izjava dneva če jih dobimo štiri skupaj je to 1600,1,1
15027,15027,ja marko sedaj bi pa že lahko razumel ali pa prebr saj ti je g simič zelo enostav in berlj napis a bo šlo,1,1
15028,15028,kdo pa ne gre v bunker ob letals napad,0,0
15029,15029,besed zadnj sloven o zaprtj meje z ital potem ko je coron vse pobral ja kaj bo pa brusel rekel,0,0
15030,15030,22 let je od velikon potres v posočj to da popotres obnov še ni zaključ pa velik pove o naši držav,1,1
15031,15031,levičar dnevnik z naslov kater se smeji vsa sloven delit to novic da jo vidij tudi drugi,1,1
15032,15032,vidim da nima smisl odpis,1,1
15033,15033,po težnjah politič apolitič neintelek intelek janša s tvitan svobod izraž omeju pravi,1,1
15034,15034,saj bo najverjet podal info javn znaca in navedel imena in priimk zupan ter pisno vsebin njihov pritoz,0,0
15035,15035,obsoj politič napad na pripadnik lgbt skupnos na madžar izredn razmer ne smejo biti izgovor za omejev demokr in spošt človek pravi če padej temelj človek pravi je z demokr konec,1,1
15036,15036,kot najbol izku politik v sloven verjet veste da bo treba spremenit taktik proti tem rdeči šakal na način branj ne bo šlo dolg boljš obramb je napad masla je en kup tudi na nasprot stran za rdeče se ve takti najprej protes pol pa pripor že viden,1,1
15037,15037,hrepen po ugodj po lahkot življ zapir vrata do ustvar pusti člove prazn prazn so tudi njeg morebit dosežk na področ njegov bistv v duhovn misli razmi silva matos,0,0
15038,15038,danes na 13 izredn seji ds o vložit opustit odlož veta na zadnj svežen inter zakon večin interes skupin je bila vsaj posred vključ v oblik zakons rešit in je z vsebin zakon seznan zato tokrat pričakuj hitrej obravnav,0,0
15039,15039,od vsega mi je pri naši covid19 situa najbol zanim da šarčev vlada ni nared prav nič do svoj odstop sredi marca pa se je o pande vedel že od januar ampak vso krivd hiten za dobav oprem pa bodo moral prevz desni kaj naj rečem media bias,1,1
15040,15040,tomić je že na europs zasli dokaz do kam seže njeno znanj celo sloven je osramot sedaj pa misli da smo davkoplač pozab in spet klati neumnos levibut,1,1
15041,15041,super ideja morat pa stati hodit ali sedet vedno skupaj kot na famozn fotki,0,0
15042,15042,zgolj v vedn in ravnan laž ne bo postal resni pa čeprav jo boste ponavl v nedogled in ne glede na to kolik malou vam bo nasedl,1,1
15043,15043,boris a novak krul vi pesnik kater finan levak ker vam na trgu ne uspe dober tek,1,1
15044,15044,volk v ovčji koži sram bi me bilo kolesar ob vas,1,1
15045,15045,svet si ne zatis več oči pred vami čakam na vaš hate tweet in poniž kot je že v navad ali sem ga že zamud d,1,1
15046,15046,torej sami prizn da je vslo naslednik brezplač tedni komunist samo diktatur enoum ampak komunis je plačev samo 7 članov zk iz svoje članar če hočet skrajn levi politič v si ga plačuj sami iz svoje članar mi bomo pa plačev drugi tv,1,1
15047,15047,video majer do prven v dresu lecce sloven nogomet žan majer,0,0
15048,15048,se spomn nadalj malioglas kako je mesar prodaj po lepot žensk pa še roko je poleg tehtal,0,0
15049,15049,vpraš za nezaščit zdravnik kako globok iz grla si s prekr palčk upajo jemat bris,0,0
15050,15050,moj poklon in hvala vam clovek s srcem in velik postenjak,0,0
15051,15051,vi pa sploh čist noro da vse to zdrž daj mi nekaj povej tako iz prve roke a se jih je pri vas v trgov kaj okužil sodelav cev,0,0
15052,15052,zgodov potrj najzaslužnej človek ki je iz raden nared to kar so danes in bil politič neprimer ter umaknj tole sem slišal v bujic od lelja a sem presl ime,0,0
15053,15053,je prvak virtu prvens abb formul e s tem si je sloven predstavnik zagot tudi preizkus prav dirkal te serij ki v svetu avtošpor velja za enega najbol tehnol dovr ta hip čestit,0,0
15054,15054,24ur umrl velik filmsk glasb ennio morricon,0,0
15055,15055,zanim je bila neverjet hitra odzivn polic po umoru,0,0
15056,15056,prodaj proces po fiask s panason v 2017 je bil v 2018 opravl korekt in če ne bi kupil hisens bi bil res že stečaj in mura v dolin ampak to bobin ne odvez zgre strat potez,1,1
15057,15057,gospa pred mano v vrsti sicer z masko na obraz je nekam sumlj kašlj sem se hitr spomn da rabim še ene šrauf tk dolgo jih še nikol nisem izbir,0,0
15058,15058,bandel je v teh časih itak oči slepeč blisk razum že pred dnevi je mel en jako lucid tvit uglavn jst vem koga bom volil listo marka beton 30,1,1
15059,15059,se opravičuj za nevedn od zdaj naprej bom spreml samo medij v služb resni,1,1
15060,15060,vam je vseen kdo je samo da je denar za takšn in drugač eksper,1,1
15061,15061,v živo okrogl miza šola po covidu19,0,0
15062,15062,kot je poved podžup simon rosič bodo za varstv predšol otrok na domu skrbel vzgojitel iz tistih vrtcev ki jih otroc obiskuj za varstv šolsk otrok pa prostovol,0,0
15063,15063,ta vlada je rezult nesposobnos se je ustras coronavirus in predsed eu sloven ker ni sposob zakalkul se je sedaj vedno bolj globok tone v lastn blatu vabil na mnz,1,1
15064,15064,skoraj vsi voliv alenk bratušek so v parla zunaj je mogoč še kje kakšen,1,1
15065,15065,a ta mafioz kos še ni umrl v kakšn mafij streljač,1,1
15066,15066,prisež da sem zadrž dih do vsi ježi so preživel,0,0
15067,15067,a bejž no brani pomisl še malo če pa ne gre ja nič boh ti dej zdrav,1,1
15068,15068,obožuj ob šestih zjutraj da ga lahko že pred šihto poslu za boljš dan,0,0
15069,15069,hm ampak med vami in s p prevaj ni ravno neke hude razlik ali se motim s tem da prvi dodatn plaču še prisp,0,0
15070,15070,dubrov poletn igre film festiv v pulju splits polet varažd baročn večer in podobn hrvašk nacion kulturnoumet manifes bodo potek tudi letos so potrd na hrvašk minist za kultur,0,0
15071,15071,hm tu prav da so kompresor že zraven in tako so rekli tudi drugi,0,0
15072,15072,koronavirus navijač gršk paoka so se spopad s polic,0,0
15073,15073,so to ni noben novic oziro vsaj brezsr kažej kako neumn in nerazgled so nekdaj je družb take potih izloč sedaj pa dobij megafon,1,1
15074,15074,to so bučke res se še spomn da so na začetk poved da dokler človek ne zboli ni testa ki bi potdil okužb ta se da potrd šele ko človek že ima simpt dokaz evo avstr pa sem prepr da ni edini primer,1,1
15075,15075,če donac ne zbira društv oz oseba s fiduciar račun se po mojem mnenj to šteje za dar fizičn osebi to pomen da je treba za prejet darov plača dohodn razen če posamez dar ne pres 42 oz darov isteg darov v celem letu 84 zdoh2 108 člen,0,0
15076,15076,desničar poje tudi bella ciao ampak izključ v serij la casa de papel,0,0
15077,15077,pred dan smo poroč o težav avtoprevoznik zarad dolge čakaln dobe na mejni prehod grušk mejni policis prav da je za to kriva predvs infrastruktur in drugač prav sloven in hrvaš telem tvmb meja kontrol promet,0,0
15078,15078,naroč sem 1000 majic vsi smo ahmad shami pa čakam da me levi paraz pogost v dz,1,1
15079,15079,ljudj ko grest po nakup ali drugih nujnih opravk si naden masko mogoč niste okužen mogoč pa ste mogoč ne boste zaščit sebe boste pa gotov druge ne oziraj se na razlag butlov zaščit ste kupil za svoj denar ne šparaj je za krizo kriza je zdaj,1,1
15080,15080,gneča na meji sečovl hr gt slo prek v 30ish sekundah slo gt hr avti stoj do lucij in glede na prihajaj promet bo gneča kmalu do portorož don t even think about it,0,0
15081,15081,sicer so pa grožn prek splet novinar približ tako nevarn kot nogomet žvižg navijač iz tribun neprijet a nenevar resnič grožn so drugj verje sem dal to skozi in doslej še ni objav nič takšn kar bi zanjo lahko bilo nevarn,0,0
15082,15082,če obrek ne reagir bo obrek trdil da je to zato ker ima prav ajnfoh,0,0
15083,15083,glede na vsespl slo zajebav med desni in levim se pr nam zna zgodit da bo virus mutir na komunajzer in antikomunajzer covid19 pol bo šele štala,3,1
15084,15084,prav bi bilo obvest pristoj organ za nadzor nad izvaj znb ukrep bi bilo treba postop nadom z bolj usmerj torej ene opušč in uvaja nove ciljn učink koronabedak pa pod ključ če jim drugač ni mogoč prepreč ogrož drugih,1,1
15085,15085,kaj je smrtn gripe pnevmok in pljučn 100 ali že v naprej vemo da bodo umrli in nam je vseen za njih kakor sem butast razumel pri covid umira rizičn le da za njih družb zelo skrbi ali sem kaj narob razumel,1,1
15086,15086,citatnad boris a novak je ob svetov dnevn poezi ob koncu poroč prebr pesem bodit pozorn na 14 minut in 44 sek luni koledar v vsak dom hvala za fotograf,0,0
15087,15087,vsaki dan dan za dnem tito oh ne saj on nas ni zmerj zalil scuval pojdi po titov poti pa bos dosmrt precednik saj ni vazen kater al vade ali drzav predsednik,1,1
15088,15088,how the fuck noben ne najde urejen celot in sist točno vem kaj bom jutri kuhal za pon in tor kater mlek je še neodpr pač zobna pasta je rabla družb,3,1
15089,15089,kam so pripel evrop zafrus eu voditel ljubitel multikul lgbtj grete soros pedof a jim bo kdaj sojen,1,1
15090,15090,nič ne bo s kontraovad ker lepo pišej policaj da gre za naznanit suma lingvistič potegav ki izključ odgovor naznanitel ker to baje ni ovadb in težo ravnan prelož na kardeljanskobavcon proizvod,1,1
15091,15091,pogrešani včeraj je samovol zapust zdravl v bolni 40letn simon kukec iz spodn rečic na območj polic posta mozir polic prosi za pomoč,0,0
15092,15092,zakaj bi če bi npr začnel giban proti strelj ogrož nosorog z geslo življenjanosorogovštej nekdo čutil potreb da bi nasprot z ne ne edino življenjavsehživalištej ostal je speciz kako to ni razuml,0,0
15093,15093,lej nič hudeg če levajzar ne bo k tebi vsaj ne boš imel hudobnež v gosteh pride mi,1,1
15094,15094,med prijetnej glaskil illusion keren ann la disparition via,0,0
15095,15095,to je predav ki je na noge dvigin celo franc in svet žal naši medic zvečin ne razum francos,0,0
15096,15096,to si lahko samo še gej če ti ne paše vsaj ena od njih na levi nimam čisto nič proti gejem tako da se nam raje pridruž kot da tlači svoje homoerotič težnj v podzaves,1,1
15097,15097,obračun z dragh dedišč to bo gotov imelo precej posled za nemšk ustavn sodi je progr ecb iz leta 2015 za nakup državn obvezn delno v nasprot z nemšk ustav,0,0
15098,15098,vdori v račun na facebook se vrst brglez fajon šarec tomčev,0,0
15099,15099,podel medij pogro nad direktor slovenj bolni janez lavret ker se je pustil sprov zgagi via,0,0
15100,15100,ah na konkret primer se ne da razlag tako splošn načel kot je vladav prava,0,0
15101,15101,težko boš drugi očital zakaj niso protes proti nekom če tebe na teh protes ni bilo damjan pa občasn preber kordež sem tam zasled točno 1x,0,0
15102,15102,pa saj pozna zgodb teh instantstrankk je že danes recim pa in še kdo sem prepr da se bo zgodb ponov morda se res obdrž v dz še kakšen mandat v obrobn vlogi to je pa to od te zgodb,1,1
15103,15103,te pa še nimaš v zbirk ker je stara par ur regist,0,0
15104,15104,zakaj je pa ta boljš od tiste da ne uči zaklep v občin,0,0
15105,15105,v benetkah testir obramb zid pred valov modul speri elettr ki naj bi rešil mesto ored dvigo vode do 3m zarad podneb sprem nobed pa noče pomisl da sprem v velik meri niso odvisn od našeg ravnan,0,0
15106,15106,krimin sega vse do vrha držav v protes proti trenut vladi je poleg politič svoj lonček nastav tudi klasič krimin pahor sprejel narko diler vrinj med ostal levičar protestnik,1,1
15107,15107,70 z roba kazens prostor je iskal prostor za udare kronaveter njegov poskus blokirangremomaribor miskupajenos plts dommb,0,0
15108,15108,bi rekel da precej več pri kakšn živil me edino skrbi da se bodo pokvar prej preden bodo potrošnik uspel porab zalog,0,0
15109,15109,ok mal osebn zadev trenut sem zmeden oseba saj namern deluj v tej smeri dons mi fort prjav kako bi ti lahko delu cev dan sm rajš biv tih k on ne pozna mojga delovn,0,0
15110,15110,ga hermin nehajt tvez o človečnos kier s tem nima noben zveze sem za ukrep pričakuj pa da je tudi držav odgovor do nas in nam omogoč zaščit zakaj pa imamo držav za božjo voljo zakaj plačuj davke prisp kaj držav je pa lahko neodgovor,1,1
15111,15111,no zdej uradn vemo kolko mamo komunis komot lahko ustan eno strank kps vol 2,1,1
15112,15112,uff velik udare za in predsed vlade magnif in avsenik skupaj v markan maribor izlozb temelj mesta partiz bandittenstras,0,0
15113,15113,to je osumlj za umor na polzel če ga vidit poklič polic,0,0
15114,15114,na obali sonce sije včasih res tud veter brije na obali luštn je vsak dan,0,0
15115,15115,poslan se razprav odpov za dobro sloven zdaj pa razlag o ukrep na kitajs in pljuv po odhajaj vladi preobr,1,1
15116,15116,a se še spomn desničar protes po zda proti lockdown in medijs linču da trump podpornik ogrož javno zdrav zarad širjen covid19 nihče pa se ne obregn čez trenut blm prote mediabias,0,0
15117,15117,kje so pri odmev našli glih tega stric iz london da še on zdaj tolče po naši vladi in niti besed ne namen tisti našim novinar ki že 30 let nekorek poroč o,1,1
15118,15118,čefer ko namen pred dobičk postan dobi pred namen moram sprož alarm uefa ligaprvak,0,0
15119,15119,treba si je pogled south park nebuloz troli dragi,0,0
15120,15120,umirj gospodar aktivnos je bilo v lansk zadnj četrtlet izrazitej kot v prejšn četrtlet umirj ali celo upad smo zaznal v najpomembnej komponentah bdp,0,0
15121,15121,ljude kot vidim se meša ker repres avtoritariz diktatur ne morej revčk na izlet pusti koncep čemu je tako ob stran hej dajte popoln odprav vse omejit lubčk sam ne potem plosk zdravnik in medic,1,1
15122,15122,to so bučke res se še spomn da so na začetk poved da dokler človek ne zboli ni testa ki bi potdil okužb ta se da potrd šele ko človek že ima simpt dokaz evo avstr pa sem prepr da ni edini primer,1,1
15123,15123,sam da bi se pa zmen da račun po mailu pošlj to pa me zej me pa nej sam en spomn čez 1 teden da gremo veterinar plačat,0,0
15124,15124,1 ta ugotovit ni kakšn novitet prej dolgočas staln tako vsekakor ni nekaj kar bi šele ti protes razgal 2 kdo ki naj bi na novo uzrl takšn ugotovit se bo na volišč drugač odloč in za koga naj bi tak se odloč,1,1
15125,15125,pri razum prava ali bolje resni so se zda med proces zoper oj simpson močni segreg na bele in črne v tem kontek razum realnos je potreb razum prvo temnopol tožilk,0,0
15126,15126,delim najav javn progr riga internation bienn of contemporary art so partner mglc v eu projek perenn bienn letošn bienal se imenu and suddenly it all bloss kurir pa ga rebec lamarchevadel,0,0
15127,15127,ital razšir varn ukrep ki so doslej veljal v lombar na vso držav misli da je skrajn čas da vsaj v obmejn pasu po možnos pa na vsem primor ukrep poostr tudi sloven,0,0
15128,15128,če bi imel denar bi ovadil vse mladin dobi ogromn denar praktič ves denar od držav in raznih sumlj virov pa si lahko privo take igre jaz se ne morem s polno ritjo je lahko srat čeprov jim zadnj čase zgled kuzla skače pa so mal živčn postal,1,1
15129,15129,boris a novak zakaj ste si na tako plehek in nečast način zaprav svoj ugled via,1,1
15130,15130,o vladav prava imajo kar naenkr največ za poved tisti ki so si na vse kripl prizad zaob ustavn sodbo o finan šolstv ki so protiustav odvzel posl mandat ki so navdu nad naravn pravo in talion načel,1,1
15131,15131,tako se to dela v komuniz to lahko vpraš naše levičar in komun,1,1
15132,15132,sab je postal slace delas projek vlado to pomen da nacel tega ne pocnes iz ideolos razlikd pa ze v start izloc poziv pa je cista ideolog in njena laz o projek vladist lazniv alenk sal,1,1
15133,15133,kolesar in vesla so bolni dajte jih testir revez ker zdrav ljudj smo se vedno doma in se ne izpostav morebit okuzb,1,1
15134,15134,kaj se mu kolca po šarčij da ga ne more gleda vsak dan,1,1
15135,15135,visok tlak sladkor bolez patol debel,1,1
15136,15136,kaj te presen marko mene pri tej zensk nic zvest vojscak jj je siste je tak kot v severn korej znotraj sdss,1,1
15137,15137,tiste ki komaj dihaj bodo tako ali tako hospitaliz ostal bodo moral zadev prebol doma na kavču zlast ko bodo kapacitet polne trenut režim pač ni vzdrž ob tem tempu kdor je v rizičn skupin naj ostan doma ostal bomo moral v služb hodit,0,0
15138,15138,danes se mi je sanjal da je svet po koron doživel infern scenar in da je blo 80 prebiv neplod kar je v bistv uvod v handmaid s tale,0,0
15139,15139,to je učinek diktatur in polic držav tako pišej levak,1,1
15140,15140,no ravno wwi je peljal naravn v komuniz in fašiz ko smo že ravno pri primerjav,0,0
15141,15141,jaz bi jih kar u guant zaprl pa tam pustil pizda jebej cel svet ne samo nas,3,1
15142,15142,kaj ima trump pokvar veze z levim in desni jaz ga prezir ker je stvor ne zato ker bi bil lev ali desen,1,1
15143,15143,4 ob tej časovn bi lahko prišl do začet nakaz samozapos 14 4 bist bolj komplek pa je subvencion plač tam kjer ne gre za samozapos,0,0
15144,15144,tako je oblač živih barv so pomemb zarad boljš vidnos voznik enosled vozil ki so zarad svoje ozke silhuet v promet slabš vidni,0,0
15145,15145,bejž na bicikl in si prižg svečk pod anus boš uporab deriv,1,1
15146,15146,hiša ulica čebelar močni 15 2204 miklav na dravsk polju gt,0,0
15147,15147,bravo za madžar tako se vlada,0,0
15148,15148,mlajš od bratov marquez kako se priprav vneto gleda posnet starih dirk motogp,0,0
15149,15149,polčas pokalsparn glavn odmor odhaj s štiri točka zaost blažič 19 millermcintyr 9 zmajevosr,0,0
15150,15150,in to trdit tisti ki ste proti vsem ki misl drugač,1,1
15151,15151,brglez očitn gredo moja stali nekom na živce ja čudno poznej kvazi podob a čisti blef napad na fafonk pa podaj sled k avtorj morda pa še obsto rešit za sd,1,1
15152,15152,ne špric enostav nanest npr z vlažil robce na kljuk in prebris plast oprat v korit kot npr krožnik tla dobro parkr predrgnit s krpo ki je prepoj z milni ker se virus usede na tla ga je treba tako kot roke premilit nato tla oprat da ne drsij,0,0
15153,15153,meni je sodelav razmet papir ko sem jo odrin stran me je hotla ugriznit,0,0
15154,15154,tudi meni je poniglav in bi si verjet zasluž plačil prekr zarad nedostoj veden ampak tu bi se moral zadev tudi konča,0,0
15155,15155,če si premaj in se nisi prav dobro odrez se povež in če ne uspe se vedno lahko izgovor partner strank kaj če bi kar fuzijon strank ki bi jo poimen nejan da se volil ne bo treba mučit,1,1
15156,15156,pardon ampak v sloven v parla ne volim ideje temveč ljudi če so bili voliv pod vtiso da volij ideje moraj obnov svoje znanj demokr ali pa se bolje poduč o idejah člove ki ga volij,0,0
15157,15157,ne bo slo hocem resni sprav in poslus drug drug kako so dozivl zivlj od 1937 do 1950,0,0
15158,15158,spost g simci se zaved razvo dogodk 1 vi ste rekli da so govor da virus ni govor so pa da v slo se niso odkril primer 2 jansa je 4 3 postal mandatar in ne predsednik vlade ce niste lagal pa ste zelo povrsn upam da ste pri svoje poslu bolj natan,1,1
15159,15159,pil sem 60 dni zapovr se potep naokrog in na koncu postal kapet rusij nogomet rusij romanshirok alkohol karier,0,0
15160,15160,da nisem kaj prida poduč je dejstv ker me kot rečen ta sveta prepr ne zanim storit rkcja in tist kar je zadaj in je predmet zlorab relig res ne korist ja lahko bi se reklo da sem simbol kultur katolik zarad spošt sloven izroč,1,1
15161,15161,1 polčas vrhuns na odmor z 2 0 strel bajde in cretu en gol lepši kot drugi vednonapun miskupajenos gremomaribor plts,0,0
15162,15162,uboga mati a tega smo imeli za predsed sploh kdo razum kaj je poved,1,1
15163,15163,samo sedaj jih je strah maščev velik vodje,1,1
15164,15164,tako je bilo na tw 20 3 2020 ob 7 25s skupn močmi smo našli rešit ki bo v teh težkih dneh vsaj malo olajš skrbi nasled tri mesec bo cena električ energ za cca 20 nižja za gospodin in malo gospodar hvala vsem ki so sodel,0,0
15165,15165,voditel naj bo v dresu sloven reprez pa bo volk sit in koza anemič,0,0
15166,15166,ali ste vedel da imajo nekater rastl spol na videz prepros predpostav je bolj komplek in še bolj zanim kot se zdi na prvi pogled metamorfoz,0,0
15167,15167,ovce lahko prestejes edino tako da jih spuscas eno po eno v ograd,1,1
15168,15168,zelo verjet boste razglas bankrot zarad te prekl visok narocn,1,1
15169,15169,zdaj se bodo priprav oblekl rumen jopič in se neprimer obnaš da vas deskridit ni treba več iti radi koron pust jih na miru še polic naj jih pusti naj razbij da ljudj vidij kdo so saj so kreten sami sebe smeš,1,1
15170,15170,f1 f1si honda je čakal in dočak maščev,0,0
15171,15171,višje kazni za tihotap ja ampak sab lmš sd in levica proti,0,0
15172,15172,spodbud izkušn dansk in finsk z odpir šol mladiucitel ucitel,0,0
15173,15173,po splet kroži rešen pola z letošn matur gre za kazniv dejan mladiucitel ucitel,0,0
15174,15174,prvič ni pokaz zadnj ampak rit in nagnus viseč jajca drugič grozil so mu samo v njegov sanjah tretjič laže ni še dal odpoved v šoli četrtič tak človek naj bi podaj znanj in moral našim otrok,1,1
15175,15175,res lahko te krad če so tvoji in misli da si to želi ogromn večin sloven dobro nisi sam kriv samo lahko bi se odloč za zdravl,1,1
15176,15176,pride čas obračun tudi za posveč pride čas,1,1
15177,15177,komet neowis smo ujeli okoli 3 30 opaz ga je mogoč s prost očeso dobrodošel je teleskop ki razkr lepot repa,0,0
15178,15178,menim da je že čas za preneh z ustrah vsi smo dovolj zreli da pazim na preven ukin z navod nošen mask in raje poskrb da bo zdrav v čim večji meri ostal javno,1,1
15179,15179,od kdaj je pa lobnikar strokovnjak prebilič strokovnjak,1,1
15180,15180,starić je pase bobćev pa še bolj a nimaj noben všečn presssssstitut,1,1
15181,15181,ok saj vem da veste kaj sem imela v mislih predvs prilagaj na trenut razmer v vladi ki jo vodi vi raje rečet konsen menda ni sposob prilagaj šarec ki je vse volil pridob izključ na izključ tako da dejte malo pa le razmišljaj,1,1
15182,15182,brezglav je v tem ćasu divjal ves svet rast delni borzn index prenap bili smo del tega in potem je počil majna ekono kot smo ne bi v noben primer ubežal reces,0,0
15183,15183,sem gledal za nekaj normal moraš odštet 150 pa dam še enkrat tolik zraven in mi ni treba pedal in če moram kdaj slučaj do portorož skočit imam še eno opcij,0,0
15184,15184,načel nič v tej situa bi blo pa vseen fajn mal premis,0,0
15185,15185,v slo zadet na madžar pa zlajdr,1,1
15186,15186,tolk mam narast da ko si spansk kito splet izgled kot da imam samo kito vijol ce mam na preco poces izgled kot bald spot,0,0
15187,15187,mater so pokvar na tv pokvar od pokvarjenos do pokvarjenos besna kot ris sem,1,1
15188,15188,predlag uporab drugih kanal nakup kot je spletn proda ter preučit možnos da nakup namest nas oprav nekdo drug in dostav nakupl,0,0
15189,15189,hrana ni le to kar je vsak dan na našem krožnik je velik več pojasn strokovnjak s kater smo se pogovar o zgodov prehr in njeni evolu,0,0
15190,15190,avdio kaj je samozaves samozaves govoricateles,0,0
15191,15191,medij vrhuns relav koma ko bi vsaj prever takšn novinar ni na svetu iz osnovn šole bi korektnej poroč,1,1
15192,15192,tehnič in druga pomoč 22 05 2020 18 58 prijavaob 18 58 si je planin med pohod iz pudgar proti beli peči v naselj bistr v občin črna na korošk poškod roko na pomoč so ji prisk rešev grs korošk ki so na kraju planin imobiliz ko,0,0
15193,15193,njegov zjave podpir oblast in so zelo splošn interv ni bil zanimv,1,1
15194,15194,bravo čimveč takih mačk ki bodo nagaj pa vse rute naj jim strga,0,0
15195,15195,dokler ne bo iz vlade nekdo zbolel bo za njih politiz,1,1
15196,15196,žalost je gleda razpad turiz na hr umag prazen ne me vpraš kaj tam počne velik hotel zaprt tudi kafič na plaži in free ležalnik hrenov pašej v ta bizarn kontek,0,0
15197,15197,no kdor je dvomil lahko sedaj na lastn oči vidi da držav deluj vse za narod,0,0
15198,15198,žalost pa je to da je imel 2 drža konja v hlevu očitn k njemu inšpek ni šla nikol pogled v kakih razmerah sta ta dva konja al pa je šla in se je prej najav,1,1
15199,15199,upam da demokratič siste še ni kritič pohabl moč demokr se ne sme izraž v njeni nebogljenos to je moja glavn skrb pa ne le v sloven prav bo treba restav sicer,1,1
15200,15200,iz gospe tako bruha sovra da bi pomisl da je anoreksič potem vidiš njeno podob in ugotov da gre za drugo bolez še hujšo in neozdrav življ je ječa in čas v nji rabel hudi,1,1
15201,15201,daj no od možin kot da bi domobr poslu preber si rajši kaka zgodo dejstv ne pa pravlj domobr,1,1
15202,15202,ma če ni una huda ko jo nosij kirurg in minist ti ne pomag,0,0
15203,15203,razre še direktor nacion preisk urada,0,0
15204,15204,okužen s koronavirus tudi na otoku krku via,0,0
15205,15205,jaz tudi da bo še več begun prišl zjebat tvojo bando katolib saj ne zares ampak vidiš kako ti sranj pljusk nazaj v faco če si sovraž idiot,1,1
15206,15206,med do zdaj potrj okužen športnik z novim koronavirus je največ nogomet v sloven je znan en primer športn gre za hokejis sija acron jesen,0,0
15207,15207,ma ni se kaj trud saj so to lažne novic take news to so besed kakeg zbloj novinar,1,1
15208,15208,v mojem tvitu pa že ne gre za to samo vpraš časa je kdaj bo virus spet nazaj prilezel do takrat pa se lahko še malo zajebav saj je kaco to mislil,3,1
15209,15209,čak mal ta buksel dobi plačo da sedi tam ni tipa jocalibatageltup,1,1
15210,15210,zakaj je pa ta zapis v mladin brezplač a je to odraz kvalitet zapis povze drugih medij nekaj kar vsak državl mora prebr,1,1
15211,15211,naša vojsk ima vso pravi da pregled ljudi ki so prišl v držav po gozdu ameri bi takoj posred z metki,3,1
15212,15212,samo šest smrtn žrtev na tajvan poglej kako je ta otošk držav uspel zajez epide koronavirus via,0,0
15213,15213,matjaž nemec ali je vladav prava samo po vaše nitka se ti je zatakn,1,1
15214,15214,kako se sooč s svobo ko imamo naše predstav popoln oblik s sliko sveta kakršn nam vsil ljudj o kater niti nič ne vemo,1,1
15215,15215,moj prijatel kirurg pred nekaj minut v debat z menoj ukrep so vseen pravi po števil testov ne zaostaj za razvitej zdr siste ja izola bi bilo treba vzeti na smrt resno šepa izvedb in nadzor vseen je stikov med ljudm manj kot pred epide,0,0
15216,15216,meni je pa logičn če bom mogla jit v 3 različ trgov ali pa v trgov in lekarn bom imela gor masko ker se ne smem dotik obraz je maska poten okužen bo maska ostal gor do prihod domov ko si jo bom lahko varno odstr torej tudi med vožnj,0,0
