,text,class
1205,liber we would love to hear the ration for taxpay provid susten and other expen paid to peopl who are capabl but unwil to earn their own keep other than the guarant that those slave will continu to vote for democrat to keep the freebi flow their way anybodi bueller bueller,1
1206,about more day of the stinki chimp boy he is leav behind gape wound and trillion in stinki chimp dept,1
1207,the day of the silver back lie around in the street is come to an end and the stink chimp in the white hous is go back up into the canopi,1
1208,if trump win,0
1209,the work requir should have never been taken off,0
1210,peopl come here as refug get ssi medicaid tanf food stamp etc accord to a friend at cathol famili servic they receiv immedi cash of near hous subsidi etc if you have not read the clowardpiven strategi you should obama s bring in mani thousand of these refug to crash our welfar system,1
1211,refug cuban not illeg coward priven is about year old right wing propaganda,1
1212,notic the judg in the video just said the burglar know you can not throw him in jail for not pay restitut to the person they burglar becaus that is debtor prison stop pay your child support and see if they will not throw you in prison for that so debtor prison doe not appli to felon but if your a dad down on your luck you re go to jail that is how screw up our justic system is,0
1213,the presid and congress should work for the money the hard work taxpay are give them then get rid of food stamp welfar medicaid illeg alien aid refug aid and foreign countri aid,1
1214,this is an atroc want peopl to actual work for their handout what is this world come to,0
1215,alabama boot out of the welfar system becaus gee appar work hour a week or volunt hour a week is just too burdensom,0
1216,i would elimin welfar altogeth in it current form in it is place you show up at the welfar offic at am sharp some care for children at the daycar center other are given task for each hour work minimum wage is paid transport driven by other welfar recipi is provid work train would be provid also at an hour bottom line is we need to get back to a world where folk do not get someth without give back,0
1217,as long as a singl parent can count provid their own daycar as a job i think this is a great idea,0
1218,pathet,0
1219,get real,0
1220,trump use telepromt again,0
1221,if if if ifif if if i fi fi fififififif barack,0
1222,most peopl on food stamp do work or they are elder and disabl,0
1223,not true million of phoni charlatan are receiv ssi for frivol disea disord,1
1224,not true veri difficult to get ssi tri it,0
1225,the babi mamma is the chief recipi of food stamp,1
1226,no too mani of them are singl mother with multipl kid by multipl babi daddi milk the system for all it is worth i know i have sever welfar queen as patient,1
1227,offer famili plan,0
1228,doe not work i can not even count the number of time i have heard peopl say they do not care if they get pregnant again or have anoth kid that is just a pay rai to them,1
1229,not my experi with famili plan the averag welfar famili went from to kid,0
1230,all i am say is i physic hear that all the time i do not realli care if you believ it or not becaus it doe not chang the fact it is truth so i am not go to argu the point with you also i am not say that what you just said is not true either but i would be will to bet that for everi person who attend famili plan session becaus they want to improv themselv there is who have no desir to do so and just want to milk the system,1
1231,welfar worker use to take famili plan kit on home visit refer for tubo and well receiv then the religi nut stop that,0
1232,lmao and you serious believ that,0
1233,yes dummi do some research,0
1234,oh is that whi the govt who typic slant number in their favor report billion in fraud huh where is the fraud come from your adult toy purcha,0
1235,when i was a grow up food stamp were for famili that went through some kind of horribl disast usual widow who sudden lost their husband today food stamp are given out indiscrimin even illeg found way to get free food at tax payer s expen,1
1236,never was that,0
1237,yeh okay you are prob on welfar right now,0
1238,put them to work clean the street get rid of graffiti improv landscap,0
1239,russel want to fix our crumbl road put some of these peopl those capabl to work,0
1240,it is a dept of agricultur program to move their product,0
1241,obama is out to make slave of the work class which i presum is predomin white,0
1242,russel should have been requir all along,0
1243,mabe some of these peopl need to eat out of garbag can like i did becaus they refus to give me food stamp becaus i was singl,0
1244,you should find yourself a babi mamma or two make a few out of wedlock babi get custodi of them then you can get some food stamp,1
1245,s mastersundholm i got laid off from my job last decemb i was make a year and my wife on make i tri to go for unemploy in pennsylvania and was declin becaus i made too much money they serious deni me unemploy becaus i made too much money at what was my previous job they said i had to wait month befor i would qualifi i told them i have no incom the day after my last day at work they still did not care get laid off in decemb is the worst month to get laid off in took me two month to find a job that is make what i was previous now becaus i could not qualifi for unemploy i did pick up side job with a famili member that did residenti electr work otherwi my bill would have default,0
1246,s mastersundholm sadden by your testimoni this is the unfortun world creat by this narcissist in offic the system is broke and help on those he believ need help,0
1247,just rememb no trabjo no cervesa,1
1248,abolish the ir have a consumpt tax freload and the of us that actual work would pay the same i would get behind that,1
1249,but then trump would have to pay tax,0
1250,that sound like a win win then right trump,0
1251,regardless of whatev tax he may be abl to avoid sale tax is not one of them unless of cour he is buy someth in a state that doe not have one,0
1252,i would bet obama or hillari would overid ani attempt at drug test and a work program this is their voter on trump can get us out of this mess right now thing is you can on spend other peopl s money for so long when it run out there will be riot plan accord with all of the middl eastern terrorist are on all form of welfar that obama is bring in to finish his job as the manchurian canid cash flow will dri up or one of them deton a dirti bomb in a pledg to allah,1
1253,if i have to work then peopl who want to spend my tax money should have to work also there need to be a big incent to work like no benefit for you,0
1254,make them work on farm and take the job from illeg,1
1255,start drug test these lazi moocher,1
1256,drug test our feder and state politician first,0
1257,stop welfar after eighteen month and provid for those that exceed eighteen month with a facil that prove food shelter and medic in armi type three stori barrack the resid would be respon to work in the kitchen laundri child care center and clean cour would be avail to teach a skill or trade,1
1258,they bring in thousand of illeg give them most of the job that are left give them free healthcar and food stamp in the meantim cut the american citizen food stamp great plan by the clinton,1
1259,will not last onc the singl mother pressur start it will be forgotten nice tri though,0
1260,i do not want anyon s children or the elder to go hungri but just day ago i stood in line at a groceri store while a fit trim young coupl with expen haircut wear nike ugg cloth fill a cart with the most expen gourmet food talenti ice cream soda pop steak cooki no chee egg chicken veget or milk paid over with an ebt food stamp card on my dime as a taxpay i have been work sinc i use food stamp onc for month to feed my child while i look for a new job in but it had limit you could not buy frivol junk food too mani of the current ebt user are abl bodi spoil peopl who could should pay their own way i think we need better screen and their should be a limit list of what they can purcha with ebt card fruit veget bean egg milk etc from a nur in oregon,1
1261,nur i had the same experi mani year ago the expen dress woman in front of me had a buggi full of steak pork chop roast and premium ice cream and she paid with food stamp i was a teacher and my husband was employ by a bank i was buy ground beef for casserol and ice milk rememb that for my twoyearold s birthday parti i wit this much more often now sinc obama claim unemploy is so low now whi can not counti and state partner with busi to trade ebt card for temporari work or day job or someth on that order it is gotten ridicul,0
1262,i am a current recipi of food stamp i agr that peopl who are abl to work should work while on public assist i think we need to fix our economi first though i have been unemploy for the past year i have appli to thousand of job over the past year and still have noth to show for it out of the thousand of job i have appli for i have on been call in for an interview half a dozen time i have a bachelor degr and yet no one will hire me,0
1263,do volunt work if you do a good job and let peopl know that you are look for a job you will get a job offer from one of the busi owner that are support that chariti anoth approach is to get work as a temporari through a temp agenc mani temp do a good job and are offer regular employ at a compani that use temp agenc if you follow either of these path work hard and get along with your fellow worker you will get regular employ,0
1264,i wish you luck in the futur you strike me as someon who doe not want to be on food stamp that is not alway the case with mani welfar recipi,1
1265,keep in mind that one of the largest block receiv of food stamp are peopl who work for walmart full time,0
1266,absolut whether they have children or not plenti of peopl with children work to buy their food so whi should not the one get food for free have to work for it and those in public hous get free electr cell phone etc should also have to work if noth el there is plenti of litter along the highway to pick up,0
1267,i was on welfar and incap of work at one time but sign up for a few hour volunt work a coupl of time a week it made me feel that i gave back as much as i was capabl and that i was actual still engag with life with peopl that i could offer someth need even as i was in need i was veri appreci of have the help avail until i could get back on my feet but a welfar life deform your spirit if it not alreadi deform enough to find that life accept the essenti of power transport etc are so expen and the knockback so demorali and the eventu inertia so debilit that sometim you sink into despond if elig welfar recipi were match up with someth they could align to person i work at a farm and an emerg relief food outlet both which i like i could see it work for all concern unfortun i could see this becom an almost workfor thestat situat and taken to it endpoint that give me the heebi jeebi,0
1268,and your experi is exact what welfar should be temporari empow it is depress be unemploy work those hour not on give back to the economi they do wonder for your self esteem and help you back into the work forc these free loader that use welfar as a way of life as they work under the tabl are the real problem and under obama it seem that the handout have gotten out of control turn into a welfar state,0
1269,i do not agr and i do not believ you,0
1270,i person know peopl who get in food stamp claim children who do not live with them they sell them for cash drug liquor and cigarett they sleep all day and parti all night then their are those who are actual tri to get ahead that are deni ani benefit or less than a month help and work to job need better screen and follow up inspect,1
1271,if you have children that are school age recipi can still work a bit or volunt,0
1272,the love on this site for jesus is overwhelm all this we should help the poor get back on their feet how we should feed them like jesus fed five thousand how jesus christ nail to the cross ask his father to forgiv those for they know no better yea there is a lot of love here,0
1273,um more of an econom and polici discuss than a jesus discuss,0
1274,novelist i do not believ that jesus would agr that ablebodi peopl should be allow to steal from other rather than work we are not talk about those who truli need help most of us would glad help those who truli need it,1
1275,holt novelist mayb you should read second thessalonian,0
1276,most peopl seem to forget that food stamp are a gift other peopl have to work harder to allow the state to give them and whi is anybodi on food stamp obe this is a slap in the face to ani tax payer,1
1277,gee mr obvious i never made the connect you are a lifesav,0
1278,food stamp can not buy booz or cigarett or lotteri ticket so the recipi are allow to get cash back to purcha those item in obama s name of cour,0
1279,or the scammer illeg tri to sell them in ca they are good at fast food restaur,0
1280,most sell them to other fambl that pay cent on a dollar that money is then use for weed and s,1
1281,wrong it is all on e b t card i have read stori where they are use at casino,0
1282,good if i have to work for money and food then so should the leech of societi food stamp should realli be elimin total then you will see unemploy truli drop if you have kid you can not afford have no famili or friend for help and need the govern to surviv you made poor choic and deserv to live with the consequ,1
1283,there are those too disabl to work due to health condit in which they are born should they be punish by on allow extrem low incom and no way of support especi when famili is not around and they can not afford a home becaus they can not work no caregiv becaus they do not own a home even when they tri and tri again to get a job on to be stunt becaus they are sick will not allow them to be reliabl even if they are tri they are hardest there are alway except to the rule,0
1284,the stori plain state that those who are disabl are exempt,0
1285,unfortun be too fat from eat like a pig is consid a disabl especi in the black communiti i have never seen a skinni person use an ebt card not say skinni one do not exist i just have never seen one,1
1286,there are alway bullet,1
1287,we should have pick our own dan cotton,1
1288,my dad did for lb sack,0
1289,mayb the politician should not be paid or even allow to run for anoth term until the un employ under employ are taken care of,0
1290,ahead of the illeg,1
1291,anoth attack on america poor middl class we need to over the program but in a posit way requir recipi complet food and health educ class month to retain benefit while limit what can be purcha this program liter cost tax payer a penni per year to fund yet provid mani with food who need healthi option it should be about chang bad habit and intergen adver health condit so that our health care cost go down due to peopl becom more healthi,0
1292,wow you are realli misinform,0
1293,you like them are misconceiv,0
1294,give a man a fish he eat for a day teach him how to fish he eat for a lifetim even the bibl say so you must work to eat,0
1295,the bibl also say to help the poor,0
1296,and to stone the children that talk back so,0
1297,liber are leach,0
1298,blm is a terrorist organ fund by the left as a promin member of the left alan you should know this so call all your jewish friend like soro and tell them to stop send the check good luck with that,1
1299,there is a mistak in report right off the bat in this articl blm which has done so much good in rai awar of polic abus serious they becam activ with the justifi offic shoot of mike brown and sinc then everi polic shoot which they have use as excus to riot with the possibl except of or have been found to be justifi and the offic in those unjustifi shoot have been convict contrari to your statement blm has done tremend damag to this countri in numer way a larg segment of black now believ it is social accept to be open racist hostil and aggress toward random white peopl while attack and assault on white elder and helpless peopl is open celebr,1
1300,ok i can fix this all employ fire the one who do not show up for work on the day of protest uh oh mistak of them do not workwelafareheathcar foodcarehousingcar,1
1301,blm is a terrorist hate group tri to masquerad as a help group for black america but their affili are question at best soro is one of their major donor and that in itself should be enough to make them suspect,1
1302,cicero afroamerican had better go to africa to stand by their brother there and to improv them in everi field of human knowledg on in such a way african could progress by themselv are not abl they look like as if they would be parali and derang,1
1303,fblm,1
1304,the racism in israel against black most notic ethiopian jew is a travesti but it is no wor than ani racial ident that is newli integr into a societi for all of human histori it certain is not support by ani judici or legisl bodi as unfortun as this is it is on human as a speci more than on israel as a nation israel s treatment of it is arab citizen on the other hand still the term genocid doe not appli to ani of this and is not a term that should be use light,0
1305,howev the palestinkian charter call for the total elimin of the jewish state from the jordan river to the mediterranean sea and genocid of jew,1
1306,cicero black live of peac citizen matter but black live of bandit villain hooligan do count for noth they do not matter at all and polic act proper blow them out,1
1307,cicero black live of murder crimin and rioter do not matter,1
1308,plea googl racism against african in israel israel polic are slaughter black few know this not even black live matter and most american jew,0
1309,but rever racism is aliv and well among blm folk like you attack jew just becaus they are jew and becaus of your jealousi but self hatr is aliv with blm burn down your own busi and a gas station no doubt own by muslim,1
1310,there is racism in israel like in everi other countri but more reason that less when the question of racism against ethiopian jew was rai israel prove it abil to fight it with the most effect and vigor way i bet this problem will be solv befor you will be capabl to determin your self autonom and not in identif with your antisemit hate,0
1311,but blm be antiwhit antipol antitruth anticivil antipeac anticommon sen is just fine eh we toler all that but draw the line at the jew it is time for equal treatment,1
1312,black live matter is fund by georg soro who has work to elimin israel for decad they will do anyth for his money,0
1313,long live the jewish state of israel with all the land it need to be safe and secur and with it origin ancient etern and undivid bless capit citi of jerusalem,0
1314,not to get into a huge debat but if there were ani descend of the peopl of jericho i wonder how they would feel about israel s histor claim to the land accord the bibl the ancient hebrew slaughter them wholes so i guess it a moot point,0
1315,israel has as much right to the land that it sit on as america has or ani other nation has to the land that they sit on,0
1316,as i urg you when i went into macedonia stay there in ephesus so that you may command certain peopl not to teach fal doctrin ani longer or to devot themselv to myth and endless genealog such thing promot controversi specul rather than advanc god s workwhich is by faith it is not as though god s word had fail for not all who are descend from israel are israel for they are not all israel which are of israel neither becaus they are the seed of abraham are they all children but the children of promi are count for the seed,0
1317,where doe obama stand re blm and israel,0
1318,is there anyth alan doe not have an opinion about,0
1319,blm is a hate group given birth by obama s comment that put a target on the back of polic offic,1
1320,black caus have becom a play out joke sometim it is a stereotyp for a reason,1
1321,of cour blm hate israel they are a terrorist organ,1
1322,yes blm is a terrorist organ,1
1323,the opinion of this person was invalid in the first sentenc which has done so much good in rai awar of polic abus so much good are you kid me so much good at perpetu racism and conflict block road and riot and threaten peopl good tell ya what if blm want my support it need to just go away i support that and of cour whi fox reprint this crap from the boston globe is beyond me,1
1324,hey pass a law against cell phone video and you will get your wish for this all to go away,0
1325,if not for cell phone and bodi cam more cop might be unfair out of a job or wor,0
1326,whi was it reprint consid it a clue to the group who control the media,1
1327,dershowitz er when he thought that black live matter was realli dedic to root out polic abus their goal was alway attack on white especi white cop whether or not they abus black they are a hate group eventu hate group get around to hate jew,1
1328,it amaz how angri peopl get when they keep get shot,0
1329,who fund blm follow the money,0
1330,i do not believ for one moment that polic abus black peopl this lie has been repeat so much by politician and media that it is now accept as a fact it is a lie it is propaganda this lie has creat a danger situat that actual encourag black to behav bad and not be held account for their action polic exist to protect and defend lawabid citizen believ it or not that sometim requir them to fire their weapon to stop crimin maniac who violent refus to follow instruct to stand down and stop threaten harm either to the polic innoc citizen properti or themselv black do not die more often than white at the hand of law enforc that is a fact that has been proven,1
1331,well see you answer your own statement no decent person not decent person make up about of the scumbag in the blm,1
1332,if fear riot murder racism and violenc is in the repertoir of blm whi is it not list as a terrorist group whi are it member not on the no fli list whi not pull ani subsidi scholarship profess licen drive licen or civil militari occup from it member s hand,1
1333,black live matter was just be sarcast,0
1334,amen and amen,0
1335,black oliv matter,0
1336,so these thug are antisemit gee who would have guess it,1
1337,whi would black support israel that is not even logic,0
1338,huh mayb becaus jew have been even more press than black mayb becaus of a share histori of slaveri mayb becaus american jew were in the forefront of the civil right movement mayb becaus israel is the on democrat law base countri in the entir middl east,1
1339,like all good american dershowitz is deepli concern when peopl attack israel a sure sign of antisemit or so he tell us as a distinguish civil right attorney dershowitz help defend of j simpson but he is not defend blm when they have the audac to go after israel and like all american nowaday dershowitz close identifi with his chosen group of american born isra blm identifi with their chosen group of african american if you are a loyal american you must enlist in a group which despi other group is this a great countri or what,1
1340,but singl israel out and fal accus it of genocid can be explain in no other way than blatant hatr of jew and their state rofl they send tank roll over the bodi of new born babi and it is not a genocid seen dure the last incur of israel on europeantv take an aspirin dude and get the fact,0
1341,just mow down futur terrorist keep it up israel,1
1342,i may have misunderstood your comment to be support of palestinian re read and realiz i misunderstood my other comment is for those who support palestinian,0
1343,anybodi keep score is everi interest group now in conflict with at least one other group,0
1344,most blm member or want to be blm member are muslim anyway or wor liber,1
1345,the whole problem is all about racism and hate and you sir are obvious part of the problem just like savior trump you are veri good at place label and place blame becaus you are part of the problem as well,0
1346,jaxtown blm is all about hate and to boot they are dope for call out israel no other ethnic group has support black civil right freedom more than the jewish peopl i am not jewish but i can clear see that,0
1347,blm is do exact what accus other of do hypocrit and disgrac,0
1348,blm is do exact what accus other of do hypocrit and disgrac,0
1349,black in america are the fast grow popul of antisemit in the us yes you can fact check it,1
1350,black live matter movement has been racist from the get go racial hatr of white and white cop is wide spread and well known everywh where black live matter meet the member belief that black are be murder by cop at a unusu high rate is a fal narrat white peopl are kill far more by cop all live matter it come as no surpri that some member hate jew and israel too just show that fact that racism and racial hatr is veri much aliv in the black live matter movement peopl should give the black live matter movement a doubl thumb down and show your displeasur of them,1
1351,the terrorist nation of israel illeg occupi larg swath of the west bank in direct defianc of intern law israel should on be approxim of the size of what it current occupi this mean of their land is illeg occupi which is a crime against human israel somehow managa to have a wor record for crime against human than even abhorr place like iran and syria look it up the inform is out there and none of it involv conspiraci nut job like alex jone,0
1352,there is no intern law against israel hold the land they captur in a defen war and your claim of a wor hr record than the arab despot is sheer nonsen to think that peopl who can read and write can actual believ anyth you have said is beyond comprehen,0
1353,perhap so but the histori of nonjewish semit muslim babylonian nebuchadnezzar and assort middl eastern tribe murder jew is long and bloodi but israel is loyal on to those who defend jewish interest cyrus the great a persian and violent oppo to those who do not natur israel has a strict immigr polici regard palestinian israel even built one of those hate border wall to keep their nation secur is trump a jewish name,1
1354,palestinkian have an even stricter polici against jew the palestinkian charter call for the total elimin of the jewish state and the genocid of jew,1
1355,just like ani other countri we defend our interest and are loyal to those who support and defend our interest until this traitorinchief now occupi the white hous,1
1356,blah blah blah israel is the on civil nation in the region to keep the unwash mass at bay,1
1357,take that up with the un or israel keep all your self describ righteous anger and hate in the strip,0
1358,i think they should go back to the day war boarder is not that how most countri gain land through war,0
1359,disagr they would not have that land if the other countri had not invad first whi doe israel have to give back land won dure an inva of their countri the unit state is not be forc to give land back to england franc spain or mexico,0
1360,israel should be x the size to wipe terrorist muslim off the face of the earth,1
1361,uhh am i confusec becaus israel was thwre first and has been attack basic everyday sinc it was form what would you say if mexico said we want our land back and start shoot rocket at us wonder how you would react if somebodi you live was knife to death becaus of who they were bet you would be sing a differ tune it a dog eat dog world outsid of your safe zone this is how it work yiu attack us we crush you and then take your land so you can not do it again,0
1362,everyth you just said is factual wrong go back in your hole,0
1363,that woman is an evil pos,0
1364,it is too bad charl manson is no longer singl she is a good match,0
1365,man that is one goofbal looney liber probabl work with barri as a communiti organ in chicongo,1
1366,racism exist everywh even in the mouth of an allig,0
1367,what a efen loon but most femanazi are,1
1368,all of them are,1
1369,whi would anyon with more than two brain cell follow such a feminist loon what she say is not news it should be privileg inform note in her psychiatrist s notebook at the asylum,1
1370,sorri char allig want kid that tast good not the parent that have good tast or sen,0
1371,this is the face of the socal progress movement,0
1372,ug ug ly,0
1373,this is whi the surgeon general state that smoke or drink while pregnant is bad for an unborn child this is what we get brain damag children i love how we now turn accid into polit social movement an accid is an undesir incid and unplan event that could have been prevent had circumst lead up to the accid been recogn,0
1374,rememb spay or neuter your millenni,0
1375,i am sorri but is not this woman white let us face it it is cool to to have an issu with white peopl she is so cool i bet she just can not believ how utter cool and accept in all her social circl she realli is so it is not white privilag that need to be stamp out it is white i want to be cool,0
1376,seem like she has more of a problem with white i want to be dead,0
1377,femin when equal just is not good enough for you anymor,0
1378,dem are such clueless and useless anim,0
1379,but plea you are insult anim,0
1380,when the black child fell into the gorilla cage and the gorilla was shot to save the boy mani peopl sign a petit to have the mom prosecut for fail to watch her child here an allig eat a white child and there are sign everywh tell peopl not to go in the water but there are no petit be sign ask for the boy s dad to be prosecut that is the issu black peopl should be condemn white peopl are privileg and get a pass and sympathi for those of you pretend it is otherwi oh well you can alway be part of the problem instead of part of the solut,0
1381,karvictho first off the boy did not fall into the gorilla area he climb in second he told his momma he want to go in prior to escap into the pit and both mom and dad were right next to him but were distract take photo third off various stori as to if the dad was there or not but he was there so that boy had parent and sibl old enough to watch over him but all were too occupi on social media to bother watch this lil boy that had to d his parent that he want to climb in these death have noth at all do with racism nor white privileg grow up pull up your pant stop loot your hood and then blah the about not have anyth good in your neighborhood oh and btw they too could have gone to disney and gotten their kid eaten by a gator they take food stamp there ya know,1
1382,the sign said no swim and btw all black peopl do not live in the hood and there are of white privileg victim on welfar vs of black hood live drug sell thug accord to the us depart of agricultur report ij,0
1383,plea tell me if i i am get this right the us depart of agricultur state that of welfar recipi are white privileg victim,0
1384,i kind of think you fail to see the real pictur black child is aliv while the white child is dead this is not racial it is about life and death,0
1385,i take it you are femmeesq,0
1386,deiw karvictho you are a part of the problem,0
1387,peopl like you are the problem,0
1388,mayb the famili in florida got more sympathi becaus their child was kill i agr that the chicago famili was unnecessarili malign,0
1389,there are mani peopl who are mad at the white parent they shrug off the sign and decid to go into the water the water could have had bacteria or ameba or some other danger the gorilla enclosur was a clear hazard and as everi parent know kid are quick,0
1390,if you wish to start a petit to go after them for reckless endang i am in howev fight an allig with your bare hand as your son is be drag under by a larg anim might be enough same with be helpless to fend off a larg gorilla as your son is drag around the gorilla lawsuit went nowher becaus it was an accid wait did not both famili get go fund me page,0
1391,mayb it was a bunch of peopl mad that a rare gorilla was shot and peopl could care less about a gator i guess everyth i see is not about race conform bias is someth we all should learn about,0
1392,it is otherwi you live in a fantasi world the problem is peopl like you and ms snarth the current presid the reverend al and jess everi liberalsocialist etc etc who think that everyth is about phobia hate and race becaus of the first amend your abil to spout the foul libel statement and baseless accus is protect becaus of the first amend you are go to have to learn to let those who disagr with you continu to disagr tragedi happen sometim by our own inatt and sometim with no warn or abil to prevent them when no crime is commit then those involv in the tragedi should be left alon to griev,0
1393,consid the fact that i will never be black i suppo i will have to settl for be part of the solut,1
1394,howev it is you that is part of the problem in fact a veri larg part of the problem carri and spread your venom hatr of the human race and especi white and it would ind be for the same tragedi that befel this littl white boy to befal you that would be a much to be desir and quit poetic part of the solut,0
1395,someon need a brain transplant,0
1396,i believ all of her organ could be of better use to other in need,0
1397,who would want them,0
1398,far better a brain remov the isi way,0
1399,dumber than a box of rock racist and it is an insult to the box of rock to use them as a comparison,0
1400,ind,0
1401,this nut job marri a givonna long googl this name to see what a prize she marri,0
1402,how do you know this then she would be the olivia st clair part,0
1403,when doe it becom ok to take the trash like this out,0
1404,chicago lawyer liber the gator would have gotten diarrhea or spat her out jmo,0
1405,talk about racist,0
1406,hey liber are you watch this one of your own spew venom toward an innoc littl year old make some of you proud i am sure with hatr like this circul on the internet it is littl wonder we as a nation have lost our moral compass,0
1407,i am also curious whi would the dad allow the child ani where near the water that said no swim forget about the bottom of the water have some type problem it was florida gator can asset water in famili pool so there in open land when that sign would have made ani parent more cautious that gator laid in wait for that innoc littl boy and did what an allig known to do strike veri fast and drag under water so sad for the famili that i am the father will never ever forgiv himself so i realli do not think point finger realli make a differ at this point he was the one at the time walk with his son and that veri sad tragic thing happen and that will alway be his final remembr of his child so heart break,0
1408,and yet here you are do just that point finger,0
1409,technic they were in complianc with the sign as neither one was swim there are thousand of place around the gulf coast that say no swim and like these sign they are perman sometim it is as simpl as tree stump be remov to make as in this case a man made lake the owner do not want peopl hurt on the remain stump until they have rot away they walk togeth on a beach and the littl boy was in less than of water now if the sign that were post would have said danger allig in water i could see how you might have a point howev you do not,0
1410,neither doe she seem to have a brain a heart or a soul check out the profil photo yeah some honeyblond huh smh,0
1411,serious now i live in the south and if there is a public area that has allig we post sign that state that now if i am go to disney i would not expect at a resort type hotel for there to be gator and if there are they should post that becaus someon from some northern state on vacat is not think gator unless they are at anim kingdom this is clear the fault of the hotel not the parent and it was an accid an accid is an undesir incid and unplan event that could have been prevent had circumst lead up to the accid been recogn,0
1412,american feminist are about as use as soundless velcro grew up with daddi issu no doubt,1
1413,when daddi leav mommi and kid kid get daddi issu it is traumat for everyon,0
1414,so discrimin allig chose their victim becaus they tast good or becaus they have good tast,0
1415,appar becaus of this white privileg deal,0
1416,we realli should sue the allig for not compli with florida and feder eeoc equal eat opportun commiss rule as well as affirm action and diver requir wrong race actual ethnic there is on one race wrong gender wrong educ and incom profil,1
1417,sight to make eye sore could be a hilari intern,0
1418,i would still rather take my chanc at disney rather than on the street of chicago especi on weekend,0
1419,you have better odd with the allig the stat are up to shot probabl be over after the weekend,0
1420,anyon wonder whi this countri and world is in such a mess my condol to the famili,0
1421,with so much evid be pile higher and higher everi day i quit wonder long ago,0
1422,huh,0
1423,right,0
1424,brienn of snarth uncov olivia st clair long aka brienn of snarth is an attorney who is employ by a law firm in chicago il a littl dig on the internet reveal this woman s hatr toward white privileg men this is a ug exampl of a misguid human be if i ever saw one but nonetheless a stink pos do a littl dig and you will find some of the piec that make this woman tick check out who she is marri to,1
1425,nah she is not worth anoth moment of my time,0
1426,then again you can ask her how doe a year old get far enough away from the parent and close enough to get snatch by an allig unsupervi in a huge public arena bad parent mayb just ask either way it is veri sad,0
1427,bang how doe one becom so full of hate like you,0
1428,i see you know zip about gator,0
1429,or anyth el worth know,0
1430,most peopl do not think about allig in the pond when they are vacat at disney i wonder whi they did not post a warn sign,0
1431,she may be influenti but so is the devil,0
1432,disgust the women appear to have some issu go on peac,0
1433,she is right he should feel the guilt for the rest of his life for ignoir sign but million of dollar will buy a coupl of four wheeler and some person watercraft that will help him squash the feel,0
1434,you can not go out kill american wildlif that is poach or are you comment on the way sooth the parent s feel after a lawsuit,0
1435,what an ignor pos,0
1436,white privileg get kill by a gator is a privileg pay ridicul tax to support kneegrow is a privileg,1
1437,stain,0
1438,there is alway a mental disturb feminist man hater in the crowd put her on the nofli list,1
1439,actual she should be put on the next avail flight fli list out of the countri mayb to a place with an all black popul like the congo oh wait are they black i do not see color i see peopl mayb she should tri it,1
1440,yes send her to isi she can tell them all about how lousi this countri is,0
1441,must be a hillari support,0
1442,that is a given,0
1443,let us see peopl are feed up with racism as an excus for black failur so now black failur is blame on white privileg i would laugh if it was not so lame,1
1444,what a witch,0
1445,this woman is a wast of otherwi perfect viabl skin cell,0
1446,what a sick twist mind she has i make some bomb thrower comment but about dead children she need help,0
1447,femin is a disea an absenc of god love or care for one thing,1
1448,oh bullst i am a feminist and noth like this witch femin is about equal in the workplac and not be treat like second class citizen show how much you know god has noth to do with it,0
1449,doe not the hildabeest bare a strang resembl to an allig,1
1450,that is an insult to allig,1
1451,liber is an ill of spirit lead to nonsen ration of mind liber rewrit the past lie about the present and offer noth for the futur,0
1452,well said,0
1453,there is a reason they say liber is a disea,0
1454,do not give it that credit they will want ration peopl to pay their therapi bill,0
1455,well we pay for everyth el they wantdon t we,0
1456,if it was an illeg mexican would she have wrong that,1
1457,i am guess she is a clinton support,0
1458,brienn of snarth i want to share my white male privileg larg allig with you,0
1459,hope she feel better,0
1460,when you are a singleissu hammer everyth look like a nail when you are a feminist everyth look like white male privileg,0
1461,what a surpri anoth ug selfproclaim feminist after year of observ i am think be ug is a requir,1
1462,she should becom one with an allig,0
1463,my sympathi to the gator,0
1464,re et s contact earth in year yeah hope they do not like slave or human flesh we must be the wisest be in exist to send out constant radio wave deep space launch which tell ani one and everyon what our tech is and mani of our weak s so smart to send up a beacon so ani and all pirat et s will know where we are genius i am sure our descend year from now will be so thank for our lack of forethought as they are be led off to the giant meat grinder,0
1465,it is a cookbook,0
1466,fl protect allig too much allig are serial killer they eat anyth anyon ani pet they can sad the media has convinc the public that these killer should be protect by law hope they learn whi some creatur are not desir neighbor they should all be reloc to the everglad the gator and the media lol that would help their tourism and make the rest of fl safer same for the bear issu over develop destroy the bear natur habitat so they have to search for food more and farther so it man do just reloc them to the rocki perhap that would not requir the bear kill who are on look for food most all the time too disney should have barrier between ani danger anim or creatur and the public even a good parent can be caught unawar it just human natur to not alway be on guard,0
1467,give it up allig were there first i do not want to see ani speci wipe out,0
1468,white privileg pull your pant up and go to work so your tax can pay the way for those that will not work some privileg,1
1469,i blame georg bush for i inherit allig from the previous republican administr if the father had a ar do you think the allig would have still taken the boy,0
1470,i do not think an ar has suffici power to take out an allig i would suggest a,0
1471,yep this wonder presid build this new closer than ever countri i listen to these black and see how the major act and i have to tell you i am surpri we have not alreadi had a complet race war but hey the summer has just start and it is suppo to be a scorcher,1
