tweet,is_offensive
"Ključna je zmaga nad koronavirusom, o vračanju na pota vsakdanjega življenja in sanaciji razmer, je treba razmišljati že sedaj. Ukrepi vlade gredo v to smer, tako Alojz Glavač, župan Moravskih Toplic https://t.co/6AZQ1SjeZ0",ni sporni govor
@Stanisl15592752 @GorazdSkorjanec Mi je reko en dohtar da mi ki smo tam pr 50ih je dobro za prostato da ti vodo iz mehurja ven potegne vsak cajt,ni sporni govor
"@viktor_viktorh China Town v Bangkoku, kjer se čez vikend ponoči tre ljudi, je zdaj precej bolj pusta. V Bangkoku si nenehno vsi umivamo roke, povsod gel, še v avtobusih. Pa maske na javnih mestih. Zato verjetno manj primerov koronevirusa tu kot v Sloveniji. https://t.co/Knv0cdDFO4",ni sporni govor
@meteoriterain @VeraG_KR @NeuroVirtu Jebeti pa sem stal z zastavo na balkonu.,nespodobni govor
"#Potres ob  7.27 v bližini Bizeljskega magnitude 2,1. Več na https://t.co/86pqtuw8R1 Ste čutili potres? Izpolnite https://t.co/9BNwVrmcq9",ni sporni govor
"@3corr @NeuroVirtu @vladaRS Če je Jajo kontra tebi si ti kontra jajotu, logično. 

To jamo si je JJ sam skopal. Aktivno ga ne mara cca 70% države.",žalitev
Včeraj je v Sloveniji povsem neopazno minil svetovni dan boja proti trgovini z otroki. #sampovem @varuhCPRS,ni sporni govor
"Aja, seveda bo app uvedla prijazna vlada. Tako kot ograjo na mejo, dvig ddvja in prodajo nlb. Prijazna vlada to lahko. https://t.co/YyMWbanZN2",žalitev
"@KeyserSozeSi @vladaRS Who the fuck is toml? 😳 (i forgot to mention i love the block butron 😇)
😁
Ne, ne, ne bo od prevec branja, samo vulkanizerje pa mehanike cenim. Stvar zaupanja. Ne gre skupaj s to vlado... 😇",nespodobni govor
@_MegWhite_ @staneskufca Kar se tiče tega je povsem pravilno. Tudi mene skrbi za moje. Ampak napačno si razlagaš ukrep. Pojdi si ga prebrat.,ni sporni govor
Navzoče je uvodoma pozdravil tudi generalni sekretar Svetovne meteorološke organizacije pri ZN:,ni sporni govor
"Minila sta točno dva meseca od mojega poziva pristojnim za zaščito pravic delavcev v Evropskem parlamentu. Obžalujem, da vodstvo Evropskega parlamenta še vedno ni našlo ustrezne rešitve za tolmače, ter bom storil vse, kar je v moji moči, da se to spremeni. https://t.co/2ASKOtKU1x https://t.co/jpLjds3O4H",ni sporni govor
"@alesernecl Maš prav, stranka je izdala pozicijo sovraštva in strahu pred JJ.",žalitev
"@TomazZagar Logično, ker sta to edina zanesljiva vira tam, kjer vode ni na pretek oziroma so že izkoriščene. Lahko je filozofirati, dokler sediš na toplem.",žalitev
@MatejTonin @URS_ZR A ne bi povedali končno kaj novega? To že ptice čivkajo.,žalitev
"Sem uvedla novo temo pred spanjem: ""Dej mi 5 minut za twitter, prosim."" Zaenkrat gre. Enkrat je zajamru, zdej pa spi, 20 minut kasnej.",ni sporni govor
"Obisk je bil služben, kaj delate cirkus?! To je pa ja najbolj normalna stvar otroke vzet na služben obisk. A vi jih ne?😲
(za vsak slučaj pa vseeno popravi tiste račune od zadnjič)

Razkrivamo: Ministrici prenočitev v hotelu na Obali plačala izolska občina https://t.co/YpYpZrwQId",žalitev
"@dratpirsna UV lučko za testiranje denarja nabavi, da lahko kontroliraš napredek.",ni sporni govor
"@vojkozabjek @Majda32448167 @vinkovasle1 Saj je že bilo sklicano, vendar   je imela največ pripomb tista z velikimi in malimi krogci.👹👹👹👹👹👹🗣🗣👣",žalitev
"@19avgust Ne vem od kdaj se tikava, pa tudi nivo, ki ga v sporocilu izkazujete je primeren le za funkcionalno pismene.Greste na block! Lp",žalitev
@bmz9453 hm...večina slovenskih pravnikov je subvencionirana od države...ko bog bo ista težava...,ni sporni govor
"@jankoslavm @petra_jansa @prgadp Seveda, a opazam, da vecina staršev do  svoiih otrok (v dobri veri) deluje prevec zaščitniško, sprjema odločitve namesto njih, jim na dolgi rok škoduje, saj ne postanejo samostojni in odgovorni. Če se starši ne ukvarjajo in so otrocI prepuščeni le šoli in ulici, pa tudi ni nic.",žalitev
"@aleshojs @rtvslo Mas prav, dirka po Slo je bila bolj zanimiva, ker se ni vedlo kaksen bo vrstni red, pri petkovih pa je porazenec ze vnaprej znan.

#jansizemumira",žalitev
"@golf195111 @petra_jansa @SamoGlavan Še malo, pa tudi prisilnega prispevka ne bo imel  Kadunc za svojih 2300 ovčic, ki ne znajo narediti programa, kot ga dela drugod 300 zaposlenih. pohabljeni komi agit prop.",žalitev
Sej pa komunisti in njihovi družbeno politični delavci zveseljem koga pribijejo na križ al pa še kam drugam 80 let #izkušenj #obojih,žalitev
"@zorko_eva @Nusa106 Vi ste pa za članico tako toplih, ljubeznivih in spremajočih ljudi... skrajno nesramna #samopovem",žalitev
"V Zagreb zjutraj prispel avion, prvi del 11 ton težke donacije, zaščitne opreme iz Dubaja. Ne vem ali jo je prevzel gosp. minister, ampak čestitke.",ni sporni govor
"@yeehaw_whale @gnk976 @UrosPetohleb @Pertinacal Moraš presojati posamično, od primera do primera. Vedno znova. Jeba, ampak tako je. Tako kot se mora nezakonite migrante. V pravni državi ne gre kar na splošno in na približno. Kdaj žal, največkrat na srečo.",žalitev
@Pertinacal @DejanLevanic @tfajon @strankaSD @ZidanDejan Itak. Tako je še iz Čebin.,ni sporni govor
"Septembra lani je bila podpisana pogodba, v središču Iga pa že raste interpretacijski center, ki bo zajemal učno pot in koliščarsko vas. Projekt obravnava prezentacijo  biotske raznovrstnosti ter dediščino kolišč na območju @UNESCO Svetovne kulturne dediščine na Igu. @SVRK_RS https://t.co/d37vYnsruQ",ni sporni govor
"@surfon @Bisag_In @tejcina @robilesnik @vladaRS We're all gonna die! 200.000 ljudi nas dela vsak dan, v stikih nonstop, imamo pa uradno hude ukrepe v službah, če verjameš . Zdaj pa vzami vaše modelčke izpred dveh mesecev in preračunaj in začni razmišljat, z svojo glavo seveda.",žalitev
"@drfilomena @symru Kaj maš z argumenti v stilu ""to si ti, kaj sm pa jst?"" In zakaj bi bilo v Sloveniji drugače kot drugje? Kaj ste izseljenci spet ugotovili da smo v domovini bolj zabiti od ostalih? Ko bo treba spokat nazaj domov bomo pa dobri ane?",žalitev
"#Klampfer, razklanost #SMC je očitna. 
@APivec, kaj pa pričakujte na mizi, pokojnine 1000 EUR, privatne domove in zasebno zavarovanje za DO? Vaši volivci niso desno usmerjeni, desni #upokojenci so v #NSI #SDS in ne volijo #DESUS. Firbec vas bo drago stal.
https://t.co/yFzwpJ2QGx",žalitev
@ProsekTjasa @24ur_com Voda in blato me ne zanimata. No v bistvu me nč več ne zanima! ZBogom!,ni sporni govor
"@MrAles07 @NKDomzale @HeliosSuns 🎙Tekmec si je v nekaterih situacijah res vzel veliko časa za pregled in premislek, ampak ponavljam, zmaga je zaslužena..",ni sporni govor
Politiki na levi kar tekmujejo kdo bo bolj butast od Sarca #Bratušek #Kociper &amp; #Židan,žalitev
"Živjo, @IPirkovic.

Ta tabela kroži in prikazuje, da je bila gledanost letošnje državne proslave med nižjimi. Torej ne najvišja, kot to trdite vi.

Vas lahko prosim za prikaz nasprotnih dejstev, oziroma vira, na podlagi katerega trdite, da je bila proslava najbolj gledana? Hvala. https://t.co/bEV9Xiit3a",ni sporni govor
"@lojzi1 @Nova24TV Ali ni en igralec s priimkom Malalan, ki se je oblačil v Tita? Je ta morda njegovo seme ?",ni sporni govor
"@krajnc_martin @LjudmilaNovak Saj ni tako cerkvena, kot leporeči. Sploh ob Božiču in Veliki noči, ko jo rumenila intervjujajo🙄😝",žalitev
"Vsi ti ljudje, ki so se tam družili, se pač ne bi smeli. Kakšen dodatni ukaz bi moral ta “policist” dobiti, da bi se vêdel vsaj kot minimum “moža postave”!? Prof. Žiga, ali je naša slovenska država nekolikanj preveč za vas ali vam le ostaja majčkeno preveč socializma? https://t.co/78BFkduoin",žalitev
"@toplovodar @Val202 Res nesmiselno bi bilo, da vsi glasujemo o vsakem predpisu, ki ga nimamo časa proučevati. Ampak če bi vsaj enkrat v življenju za vsaj kakšno funkcijo moral kandidirati vsak državljan, bi morda kdo lažje odkril in potrdil svoje talente, ki nam zdaj ostajajo skriti. #toplovod",ni sporni govor
"Vodja skupine za lajšanje gospodarstva Lahovnik napoveduje največji intervencionizem v gospodarstvo, da bodo slovenska podjetja ostala likvidnostna https://t.co/0DfzioO3qw via @Nova24TV",ni sporni govor
Donald Trump bi zaradi pandemije lahko izgubil volitve | RTV Slovenija https://t.co/lWctKmin0X,ni sporni govor
"@IsmeTsHorjuLa @jozevolf Js sm enkrat jedu sendvič na vrh mostu čez Vipavo. Tist lok, al obok, al karkol je že, tm gor, ob krožišču. 😂",ni sporni govor
"@mash_1970 @IgorZavrsnik @JJansaSDS Hohnkrajc
In
Denar...€€€€€..

Vodilo črnih priviligiran cev
..sekte..sds..",žalitev
@PrinasalkaZlata Ne zamudi priložnost (koga ali kaj). Tožilnik in ne rodilnik!,ni sporni govor
"@aleslisac Ne poznaš dr. Tegnella, prvega epidemiloga @SwedishPM. Potem pa ne veš nič o Švedski in nimava kaj diskutirati, sorry. Hejdå.",žalitev
"@davorvrban V Dalmaciji je varno, če se giblješ na relaciji plaža-apartma. Trgovine s hrano so polne turistov tam priporočam masko, čeprav boš edini. Bučnih zabav pa še nisem opazil. V lokalih pa pazijo bolj kot v LJ.",ni sporni govor
"Praksa - prijavi se do 30. junija❗️ Te zanima, kako deluje Evropski parlament? Na praksi lahko pridobiš izkušnje o odločevalskem procesu v EU in delu v mednarodnem, večjezičnem okolju.
Več informacij in prijave: https://t.co/IAHCGLegsy https://t.co/HQjCYP0Tfw",ni sporni govor
"@JakaDolinar2 Ne vem s kom točno bo JJ sestavljal koalicijo, a tri stranke ga niti poslušat niso hotele... Zdaj nestrpno čakamo, kako globoko bo zlezel v anus SMC-ju, oni bi se ga znali celo usmilit. 🤣🤣🤣 Za DeSUS pa sem skoraj prepričana, da ""rdeči del"" stranke ne bo za, riziko je prevelik.",žalitev
"@vecer @novinarSI Ojoj, sedaj vas ze vsaka sodba, ki ni na vasi levi politicni liniji moti. Vi niste casopis, ampak partijsko levicarsko trobillo",žalitev
@dragica12 @1radovedna Baje so Janija že klical iz Guinnessove knjige rekordov.😂,ni sporni govor
"@FranciKek Pozabimo, kar je nekoristno.
Ali se lahko osredotočimo na pomembno, da speljemo nujno ukrepanje. Naj vsak prispeva, da se ⬇️⬇️ ""ozavesti"" vse do odločevalcev - čim prej.

odpri #nit  !kaj s kritičnim delom populacije

https://t.co/IkSnaJnp7V",ni sporni govor
"@2sto7 @MitjaKravanja Še dodaten info, na tocno tem avtu trenutno delajo konverzijo v 6x6 😬",ni sporni govor
"Desetletja cigani niso hoteli v šolo, v času epidemije korona virusa pa jim je postala šola zelo pomembna. Od države si obetajo računalnike, tablice, mobilne telefone in internet. Menda jim bo šla šola na daljavo bolje kot fizično obiskovanje.🙄🙄

Spet bi nas radi ociganili. https://t.co/mTT3lkE0lF",žalitev
"@donadaljnjega Dober dan, gospod Corleone!
Doma smo veseli, da se je prijel naš vzdevek zate!
Je treba skrbet za fiskulturo!
Brihten pozdrav,
Cveto Praskež 😸 https://t.co/7Fe9H3gZqg",ni sporni govor
"#Požareport 
Kdo so zarotniki proti @APivec @stranka_DeSUS: na vrhu @tomazgantar, Simonovič, Pogačar, Stankovičeva in Neffatova, spodaj pa policisti in @LDSstranka.
Več: https://t.co/jPP7nPN7Ls @vladaRS @JJansaSDS https://t.co/2OgBMyCGb5",ni sporni govor
"2. Mavretanija, november 2002.
Stare razsežnosti, nove dimenzije.
Razprostranjenosti.
Širine, širjave ter širnosti.
Brezgibnost pokrajine, gibčnost ulomkov.
Srpaste sipine, barhani, peščeni zameti.
Časovni kolobarji.
Časnost stvari, minljivost vsega.
Večnost bežnosti.

#برخان https://t.co/7GnKryAnc5",ni sporni govor
"@RomanVodeb ROZA svojevrsten psihopat..v bivši smodnišnici v Kamniku priredil predstavo, nekakšno ""seanso"" brez repa in glave in temu je sledilo kronanje pv Marjana Šarca!?",žalitev
@PocivalsekZ Se boste poklonili tudi vsem žrtvam komunizma in povojno pobitim?,ni sporni govor
Ana Desetnica postavlja okvir poletja tudi v Novi Gorici - Radio Robin https://t.co/mi5h6UAjdg via @RADIO_ROBIN,ni sporni govor
Slovenski gostinci postajajo hotelirji https://t.co/CSb2jYwku4 via @anteksiler,ni sporni govor
"Pridružite se nam na pustnem rajanju, kjer bomo skupaj zapeli, zaplesali in se zabavali v družbi maskot ter se posladkali s slastnimi krofi. 
Kje in kdaj? Informacije tukaj: https://t.co/Oshb9oiRPw",ni sporni govor
"@Stane63854958 Nespretna manipulacija, verjetno pa samo nevednost. Ta žalostna slika je bila prikazana neštetokrat v dokumentarcih in literaturi 2. sv. vojne. Nemški vojak meri na judinjo in njenega otroka. Ukrajina1942. Kakšen Tito, Kidrič?",žalitev
"@MihaLjubljana Ker so nekoč nacisti v Celju kolesarili, je treba obsojati tudi današnje gibanje kolesrjev? V stališčih Gantarja ne vidim nobenega prepričljivega argumenta zoper gibanje kolesarjev.",žalitev
"A ni bilo rečeno, da bodo odprte samo štacune s futrom? Mislm, ker krema za sončenje je zih eksistenčnega pomena.  Pa rožce tudi.",žalitev
"@ZigaTurk @Nebodigatreba2 Seveda gospod profesor.

Se boste vi odrekli (preložitev) svoje plače in sprostili dodatna sredstva?",žalitev
"@D_Jasmina Se samo zdi ga. Drzanic,da ste malo ljubosumni in zavistni. Kar naprej mlatite o intervjuju. Gospa Bscovnik-jansa je gospa. Ce razumete...",žalitev
"@NeuroVirtu @rtvslo njega bi res morali vsi poslušati ... predvsem pa upoštevati!
Ampak ... a bomo kakšno rekli o gostih ""Politično"" nocoj? ... a je to vrh naših intelektualcev? Dr.Boris A.Novak? ... 15 minut je mlel, da drvimo k diktaturi in potem navedel primer vojske na meji, ki se ni zgodil ...",žalitev
"Ni mi znano, da bi se nacisti po vojni sklicevali na človekove pravice. Res si pajac... https://t.co/0fmuAYpZnU",žalitev
Franja Bojc Bidovec se je leta 1941 povezala z Osvobodilno fronto. Po svojih najboljših močeh je podpirala odporništvo in nudila zdravniško pomoč ranjenim partizanom.... 1/2 https://t.co/CYUMlaEFme,ni sporni govor
Ustavno sodišče demantira navedbe tožilca Škete in je zelo nedvoumno: Državno tožilstvo je del izvršilne veje oblasti! https://t.co/DnLdJCjkMI via @Nova24TV,ni sporni govor
"@JJansaSDS Kaj taki še delajo v hramu demokracije, če kršijo zakone, pravila, odloke??",žalitev
"@DarkoErmenc @PusnikFerdinand @LottaS10 Dobro zivijo in dobro spromovirani. Samo povezave ni ned tema dvema pojma, dokler se ne vstavi vezni clen: DRZAVNO FINANCIRANJE. Ob tem pojjmu dobimo uspesno eksistencno zgodbo.",žalitev
"@ciro_ciril @dreychee Poncij Pilat, ki si je potem umil, vendar ne razkužil, roke, ga je verjetno vprašal: ""Jezušek, a te pribijemo na križ ali davidovo zvezdo. Nakar zveličar reče: ""Križ naj bo!""",žalitev
"@Japreva @Zdenc @HanzaVon @strankalevica @LukaMesec Ne moreš biti izvoljen zato, da izključuješ tiste, ki so na volitvah dobili 1/4 glasov in so največja stranka v DZ. Odločili so volilci in to voljo je potrebno upoštevati, ne pa neke osebne kaprice. Sedaj pa se nekateri ne bi več ""igrali"" in bi kar na volitve. Otročje.",žalitev
@JozeJerovsek @PreglArjan @MitjaIrsic Plodovito je edino njegovo dnevni sanjarnenje o anusih in penisih.,žalitev
"Pravljične torbice so namenjene predšolskim otrokom in osnovnošolcem. 

Vsako sredo in petek ob 10. uri.

Mladinski oddelek, 
od 15. julija do 14. avgusta 2020 https://t.co/K4vEPnmzXg",ni sporni govor
"@SpletnaMladina Evo, Mladina je že opozicijska, do sedaj je bila režimska. Ko bodo prišle prave sile na oblast, pa bo spet režimska.",žalitev
@ta_zelen @Max970 @visitljubljana @policija_si Policaji so umetnike zvlekli čez ograjo in jih potem aretirali? Ne!,ni sporni govor
"@kmario @Primoz_Kovacic ... kot množica drugih, ampak ena mikrolokacijo mi je pa res drugi, enako pomemben dom.",ni sporni govor
"To je osumljenec za umor na Polzeli: če ga vidite, pokličite policijo https://t.co/T3I1GSYUnV https://t.co/gIbbQZfFEr",ni sporni govor
"Pomota: Galerija Kaufhof v Severnem Porenju Vestfaliji se bori za odprtje, tega nimajo odobrenega.",ni sporni govor
"@Primoz_Kovacic @Lena4dva Ponavljam, saj sem nekje tam steckengeblieben. V osnovni.",ni sporni govor
@lucijausaj @zasledovalec70 Ja. Zato nujno ohranit sredinsko vlado in ne dovolit prevratov rdečih parazitov.,žalitev
@lenci53 @Meli__SI @cashkee Pa ja zakaj pa ne vsi smo zmešani to gor pa brez zamere,ni sporni govor
"Problemi s spanjem? 🤔
.. eno rundo s kolesom pred spanjem pa bo... 😂 https://t.co/YBwArjjRMW",ni sporni govor
Alo @GovorecCOVID19 Ostrzku je tud nosek zrasel ker se je lagal! #ventilatorji #celjskabolnisnica #dodatnaoprema #covidpacienti,žalitev
".@udovcmateja ''Pričakujem, da izven novele #PKP1 vlada omogoči prolongacijo plačil leasing premij. Gre za predlog za uvedbo moratorija pri čemer državi ne bo potrebno zagotavljati poroštev.''",ni sporni govor
"@MatejaZvizej1 E, to je to! Oni mali  vojskovodja se je hvalil, pa je zmogel samo dve stvari hkrati.",žalitev
"@Mordacitas ja, no, nisva mela usklajenih definicij. če se pogovarjava o pomembnih rečeh, kot je denimo šnopc v šabesi, je važno, da imava enako razumevanje šnopca.",ni sporni govor
"@butalskipolicaj @MarkoFratnik @NeMaramButlov @policija_si Klicali so za podjetja svojih prijateljev in sorodnikov, drugih pa ne, čeprav so imeli nižje ponudbe oz. ponudb sploh niso odprli!!!!??? A res ne vidite ali nočete videti.  
STISKO SO IZKORISTILI ZA POLNJENJE LASTNIH ŽEPOV, HKRATI PA SE KAZALI KOT REŠITELJI🤑🤢🤮🤬",žalitev
"@petrasovdat @Plavalka @tamara80s @Val202 Daj nehaj zagovarjati Kacina, ker si ne zasluži. Že izjava, da naj ne poslušamo stroke, ampak župane, je dovolj, da se ga skine.",žalitev
Mesec dela od doma https://t.co/1lR0i3IHsA: tragične in navdihujoče zgodbe ter mačke na tipkovnicah https://t.co/LAJ9E9xUPP,ni sporni govor
"To vemo, da si samo enkrat padla, ker imaš samo enega potomca... ali pa se motim. https://t.co/eHgOLEcrwN",žalitev
"@agortaa @KatarinaUrankar @vladaRS To je učinek diktature in policijske države, tako pišejo levaki!",žalitev
"@BRajgelj Kdor je pred 25+ leti pošteno študiral, ve da beseda asistent pomeni: pardon(nesposoben-piflarski-ritoliznik,ki se bo do pokoja šlepal na državnih jaslih...in obvezno marxist, po možnosti s pedigrejem ZKS).",žalitev
Ideja za povabilo v studio! 🎥 Bi bil vesel tvoje recenzije Marcel! 🙂 @StudioCity_ https://t.co/vh52BSw3XK,ni sporni govor
"@JakaDolinar2 @BojanPozar No, ni slabo, zadeva se že dobri dve uri s pridom  valja!",ni sporni govor
"@FrancHimelrajh @lucijausaj Če bomo zdaj zamudili z menjavami
teh kriminalcev smo gotovi za naslednjih 20 let.
Menjat do onemoglosti.",žalitev
"@frelih_igor Ja, se vedno vse odprto. Danes so govoril, da naj bi samo STHM bil v karanteni, ampak se niso odlocil. Vceraj smo vsi dobil mejle, ki delamo v dolocenih branza, ki morajo funkcionirati, da sporocimo kje delajo partnerji in ali bi v primeru zaprtja sol potrebovali varstvo.",ni sporni govor
"@MarjeticaM @BojankaStern @SPusnar @ZigaTurk @EdoHabe @Rok_Novak Glede na to kako moja soseda upokojenca vsak dan kofetkata pred hiso s prijatelji upokojenci iz sosednjega bloka, zlahka domnevam, da lahko iz teh tvojih 900k marsikoga odvzames. Mogoce nekoliko manj, ce podpise, da se ga pac, ker ni kapacitet, v primeru zapletov, ce se okuzi z",ni sporni govor
"@PopitStefka @NeMaramButlov V goši je veliko kisika! Tam, kjer si bil ti, je moralo biti veliko dušika.",žalitev
"Dan, ko je za Marijino varstvo klečalo 40.000 vojakov. https://t.co/io5c4p3zzm #MarijaPomočKristjanov",ni sporni govor
"@blatusi @103Julka Ja, za legendarne Sabotinske modrase sem tudi jaz že slišal..",ni sporni govor
@aleshojs @tfajon @RTV_Slovenija @BorutPahor bi se moral ze prej oglasiti na prikrito uvajanje dvojnih meril toleriranje vard zaklepanje politike za ograje podcenjevanje ljudi ukinjanje kulture poskuscdiscipliniranje policije rusenje in prilagajanje ust sodisca in se in se... pa se ni ker ima velliki dela z vsecnostjo,žalitev
@MitjaIrsic Maske in razkužila lahko kupimo na Petrolu že vsaj 2 tedna. Počasi jih bodo začeli prodajati že v Eurospinu.,žalitev
"Kulturni vavčer menda bo, a bo namenjen le za koncert Modrijanov in knjige Jožeta Možine. 
https://t.co/y6p1fUVN8K",žalitev
@MatevzNovak Kdo njih šljivi v teh dneh. Ali jih sploh kdo omenja. So tiho in delajo plus se izpostavljajo okužbi.,žalitev
"@hrastelj @Stanisl15592752 prepotenten štajerski uporabni idiot pač .... ignoranca takih butlov je najboljši način, ker provocirajo itak samo zato, da izzovejo karkoli, kar lahko potem servirajo kot 'napad' nanje  ;)",žalitev
Konec je: odbojkarji znova ostali brez lige narodov https://t.co/09b9LN7MIw #volleyball #odbojka @slovolley,ni sporni govor
"@cnfrmstA Smrti s tem povezane pa šele čez 20 dni. Kar pomeni da imaš z vsako tako nepremišljeno potezo v populaciji ki resno jemlje samo smrti, po 20 dni pekla.",ni sporni govor
@had Spet projekcija? Precej plitko. Iz moje abstraktne vizualizacije tebe... Si presel v samoanalizo :) Nizka samopodoba?,žalitev
@AcmanT hojs na #poptv.. to si ti kaj sem pa jest.. to si ti kaj sem pa jest..,žalitev
Levičarji Antifa aretirani zaradi načrtovanja terorističnega napada na francosko policijo. V osrednjih medijih grobna tišina...  levičarji! https://t.co/LInvyagBJ6,žalitev
"@shalebrale @gabrieldimi1 @JJansaSDS Aja potem so v Avstriji že od 10. stoletja komunisti na oblasti pa vsi kralji in cesarji v Avstro-Ogrski so bili  komunisti. 
Čuj iz katere norišnice si ti pobegnila ???",žalitev
"@juretepina @FranciKek Kaj želite povedati? Da najboljši policist v EU državi SLO, lahko kolaborira s protestniki na prireditvi, ki zaradi kršenja karantene ogrožajo državo?Razlago prosim!🤗",žalitev
"Američani imajo enak vatl za vse, tudi za hčerko NY župana de Blasia https://t.co/pTJH83BbDZ
Pri nas? Jaša zaščiten kot severni medved, ker je Jenull in sin generalnega državnega tožilca?! https://t.co/k00vVFweN3",žalitev
"@frelih_igor @surfon @Komanovmulc @zasledovalec70 Začel si ti, sedaj si pa še pokroviteljski in se sprenevedaš. Pravi levičar, verjetno iz LMŠ. Ne pozabit spet lajkat svojega tvita.",žalitev
"@Jo_AnnaOfArt Zadnjič se je namenil obiskati muzej, pa mu niso dovolili vstopiti, ker je dejal, da kosilnice že nebo pustil na soncu
🤥🤣",ni sporni govor
"@Meli__SI @Blaz_88 @surfon @DejanP2 @D_Jasmina Tudi to ni res. Podpiramo Orbanov odnos do priseljevanja, kjer so zahodnoevropske konservativne stranke zavile v levo. Je pa to samo eno od področij, ko opredeljuje politiko. Rusi so za nas nesprejemljivi že zaradi podpiranja osovraženih Srbijanxe.",žalitev
"@SvobodniA @ZmagoPlemeniti @BorutPahor Ne ni vse slabo iz BiH. Tam živijo krasni ljudje s katerimi se odlično razumem. Tudi tukaj je nekaj takih. Degutantna pa je gamad tvoje sorte. Vse tebi podobne bi bilo treba sterat v živinske vagone in via na jug, zarad mene lohk do Grčije in vas v Solunu skipat v morje. Smrad en",žalitev
"@crnkovic Stranke koalicije, če se sestavi, dobijo vrabca - max. 2 leti oblasti. Vendar dobijo verjetno slabše izhodišče na rednih volitvah - vse, nekatere bistveno slabše. Golob bo odletel drugam.",ni sporni govor
"@FromNomadi @JJansaSDS @vladaRS @sarecmarjan Aaaaa zato je Kučan bolj pri tleh...zaradi kratkih nog, pa tisto naprej. No sedaj pa vem vse!",žalitev
"@strankalevica Aha, torej ukinimo vojsko. Če pa pride do invazije, jo pa takrat zopet ustanovimo.
#Brihte",žalitev
"@agortaa WHO ali OZN ali Bruselj so množica odloženih, odvrženih, nasmetenih aparatčikov, birokratov, politikov, ki nimajo neke širine, logike, modrosti, ki so dobro plačani kimavci in služijo sistemu, plačniku. Preveč je kaj pametnega pričakovati od njih.",žalitev
"Najprej je treba vse popljuvati in sele nato izvedeti resnico ⁦@jozefhorvat⁩ ? Ja, tako se dela danes na oblasti. A mislite, da se bo opravicil ⁦@policija_si⁩ ??? https://t.co/iDRK0TlYiq",žalitev
"V sosednji ulici na dvorišču kitara, orglice in glas, nekje v daljavi violina.",ni sporni govor
"@Liberalec2 @vinkovasle1 @CinkZn30 @policija_si Glede na bodočo izobrazbo sta smeri samo dve: javna uprava (dejansko nepotreben kader) ali zavod za zaposlovanje. In seveda tretja, npr. Nemčija za čistilko ali sobarico...",žalitev
"@6_Nusa @vinkovasle1 Naj mu nekdo napiše, da naj se zbudi iz omotice in kako reče za varnost in zdravje ljudi #clovekovaPravica",žalitev
"@NovakBozidar M. jo gotovo pozna. 😎 Lahko bi jo celo vprašal, če nima kaj drugega početi, če je poročena. In potem bi ji lahko rekel, naj dela na tem...",žalitev
"@ErikaPlaninsec @JozeBizjak Imamo tudi domace proizvajalce.
Firma iz Trzina ima razprodano proizvodnjo ffp3 mask za 3 mesece naprej.",ni sporni govor
"@Matej_Klaric praktično vse, od respiratorjev, do razkužila in vsega ostalega proizvajajo zasebniki in prav je tako",ni sporni govor
"Razumem državljanski impulz @JelkoKacin da pomaga v teh kriznih razmerah, ne razumem pa kako ni mogel anticipirati v kaj ga bodo potunkali!? Njegov renome bo načet...",ni sporni govor
"@BojanPozar @RTV_Slovenija Zgolj zato ker voditeljica ni v vsakem stavku hvalila JJa... bi ti spremenil NoroTV v nacionalko!? Vse si povedu t.i. ""novinar""😂",žalitev
"Dokončno mora prodajo @PlanetTV potrditi še nadzorni svet @TelekomSlo, kar naj bi se zgodilo ta četrtek. #Šabeder 
Različni viri: današnje hišne preiskave @policija_si zoper @PocivalsekZ &amp; Co tudi sestavni del hudih pritiskov na @TelekomSlo, da Planeta ne proda “Madžarom” ... ! https://t.co/klL5eDgr8B",ni sporni govor
@an_imo_pectore @leaathenatabako Brez pomislekov Za! Vendar ne pod to vlado.,ni sporni govor
"@Skeggjadr_ulfr @Maks89116442 @sinicica @vladaRS Gledate relacijo med 22 in 79? Cel kup ljudi preboleva bolezen doma in jih ne bo zaznanih. Upoštevati je potrebno tudi časovno komponento, torej fazo bolezni. Prava številka umrljivosti, kot ste tudi sami objavili, je ta trenutek 2,25 %. Realna je seveda nižja.",ni sporni govor
"@Milko121 @RagnarBelial Kaznovana bo edino država Slovenija. Ta vlada je uspela uničiti ves ugled, kar ga je Slovenija imela.
Toliko posmehljivih člankov, kot jih je bila RS deležna v zadnjih 2 mesecih v svetovnih medijih, ni bila deležna niti rajnka Juga.",žalitev
"@ErikaPlaninsec Trapasto se mi zdi, ko ljudje pišejo take izmišljotine. Če pa kdo hoče iti z gnojnico v center kateregakoli mesta, pa naj pokaže jajca in enostavno gre. Pa da ga vidimo, junaka.",žalitev
"@ector15566736 @ATBeatris @vinkovasle1 @Nova24TV 2/2 kvaliteten kader in so imeli vsak mesec točen pregled, kako so rdeči direktorji prekanalizirali posle preko bay pass. Sem že takrat rekel, da bodo to ukinili, da bodo lahko prikrili svoja kazniva dejanja, ki so bila dokumentirana. Ampak tudi mladi Podobnik ni mogel nič nardit",žalitev
"4. komunikacije s transcendenčnim bitjem, če to potrebujejo. Jaz tega ne potrebujem.  Kar je pa onkraj pameti je pa to, da verniki pravšnjost svoje vere dokazujejo  s tem, da napadajo drugo. In to že stoletja. A se niso ničesar naučili iz zgodovine?",žalitev
