tweet,is_offensive,sporni_govor
"@metkav1 Na bolniški postelji naj ga peljejo protestirat...

...umm, emmm...",ni sporni govor,0
"Če želite vladi povedati, da dela zanič,
pokličite ničdevetnič.

*sponzorirana objava",ni sporni govor,0
"Ob polčasu vodijo vijoličasti z 2 : 0. #vestnik #nšmura #nkmaribor #plts
https://t.co/FZbQV5pGWu",ni sporni govor,0
"@Urskitka Izvedel test (NNNP) prejšnji teden, ugotovil, da aparat za peko kruha ne deluje (4 leta nedelovanja). Nato sem se lotil klasičnega načina peke kruha kot so ga delale babice v dvajsetem stoletju (v pečici).",ni sporni govor,0
@BozicKristjan @romanapasaric @stevan_pajkic @tfajon Pa plačo bi tudi imela nemško....,žalitev,1
"“Vrtci na Švedskem se lahko skrijejo pred našimi vrtci. Primerjamo se lahko s finskimi vrtci, imajo pa tam boljše pogoje za delo.”",ni sporni govor,0
"@GPreac Nam je raj zagotovljen. Na zemljevidu kalifata je Soča njegova zahodna meja. So si vse že zdavnaj turške izvidnice ogledale. Nič skrbet. Vrata raja so ""bela lepotica"" ob progi za Bežigradom. Vsaj en dvom nam je odvzet. We are blessed!",žalitev,1
"Ponavadi rečemo »vihar v kozarcu vode«. Če je »vihar v žlici«, pa je najbrž ni tako hudo, ker lažje priplavaš ali pripluješ na breg. 😇 https://t.co/nd16OdMS3Y",ni sporni govor,0
"[KOMENTAR] Organizacija, katere poslanstvo je promocija spoštovanja in sobivanja različnih kultur, je za uraden pogled oznanila pogled skupnosti LGBTQ+, vse druge pa označila za zastarele (piše Blaž Podobnik) https://t.co/lYWNwHZQfQ",žalitev,1
"@ParisotSeb @ninagaspari A danes delate v Kleti? Krscani ne praznujete nedelje, ker Janez jo!",žalitev,1
@PBohinc @strankaSD @strankalevica @milan_brglez Tega odgovora od teh umazancev nikoli ne bo.,žalitev,1
"Avstralski PV Scott Morrison želi prepovedati po njegovem “grozljiv” BLM-protest v Sidneyu, na katerem naj bi se 28. julija zbralo več kot 4000 ljudi.  https://t.co/SkN99easy9",ni sporni govor,0
@janponiz Recimo. Zaradi Zokijev se vsaka korupcija res zdi malenkost oziroma samo svinjarija ali pa niti to ne. In vse lahko zbanaliziramo na raven ukradenega sendviča. Medtem pa lopovi nemoteno kradejo naprej.,žalitev,1
"@viktor_viktorh SMC je šele po odstopu mc normalna stranka. Prej je bila bolj lutka na vrvici 
Sreča je pa šla ko se je vrvica raztrgala. Ni več sreča na vrvici",žalitev,1
"@Pertinacal @vladaRS @IvanGALE9 @sarecmarjan To je res, je pa nelogicno, da je sel pred medije, namesto na policijo, ce misli, da ima https://t.co/S1OAAs3B0j je sprevrzeno in z enim samim ciljem.@Pertinacal @vladaRS",žalitev,1
"@vinkovasle1 @InfoTVSLO Mi je tudi zastriglo ...očitno je ""pogruntala"", da so prej dokaj mimo tolkli!👍",ni sporni govor,0
@MatevzTomsic in @BojanPozar :  vlada NVO-jem  nakazala denar . Menda ja Ne ! Ja kaj se pa pol gremo.  ( denar za jutrišnje proteste ?) Obup.,žalitev,1
"@RibicTine @LottaS10 So pa alergični na besede.: BOG živi SLOVENIJO, BOG živi JANŠO",žalitev,1
"@mcanzutti Lahko ga poguglaš....mislim, da je samo obnova...Naslov pa je 'Teologija tragedije'....",ni sporni govor,0
"@strankaSD ........ pristali na smrtonosne viruse v evropskem telesu in v končni fazi na to, da se nam slej ko prej spet lahko kje ponovi Katyn, Huda Jama ali Srebrenica.
https://t.co/CchexEwvyh",žalitev,1
"@blueelli @Moj_ca Mene je pa malo razocarala tale druga sezona. Prevec likov, zgodb, na silo zapletov brez prave niti. Pa da zdaj hoce dolgocajtnega deca nazaj je cudasko. V resnicnem zivljenju zenska po taki aferi ne gre nazaj k decu.",ni sporni govor,0
"@Pertinacal Na rep si stopil nekaterim znotraj @strankaSD s tvojim kar objektivnim vodenjem oddaje in s kritičnim komentiranjem svojih nekdanjih tovarišev in tovarišic. Leta 1945 verjetno veš, kako bi se tole končalo. @BojanPozar pa bi tako ali tako najraje utopili v žlici vode. #StayStrong",žalitev,1
"@llisjak @PeterVardjan Enostavno, brez izgube energije s  testiranjem. Obnašajmo se, kot da smo vsi okuženi.",ni sporni govor,0
"#Lapor v #občina #SlovenskaBistrica so #zaključili #večja #občina #investicije v #predšolska #vzgoja. 2M5€ #vreden #novi #vrtec, ki je že #poln #otroško #veselje. #Največja #pridobitev so #izhod na #terase, kjer so #malčki #omogočene #številne #aktivnosti. @BucarAna #TeleM #TVMB https://t.co/92z1BI225F",ni sporni govor,0
"En mesec nazaj sem rekel kaj čakajo.
Glede tega spodaj pa seveda. Same thing. Absolutno. https://t.co/JuHDaodpp0",ni sporni govor,0
Na območju trebanjske občine je bilo včeraj potrjenih pet okužb. V samoizolacijo je bilo doslej napotenih 116 oseb.,ni sporni govor,0
@si_supervizor @SonjaRamsak @TarcaRTVSLO @NIJZ_pr Itak 😂 Pa vseeno potem nadaljuješ z vožnjo po desni.,ni sporni govor,0
Pogrešana se je v nedeljo okoli 13. ure odpravila od doma na sprehod s psom. https://t.co/eiF5klsLgU,ni sporni govor,0
"Brezstično pri nas na vas. SMS, gajbica, skrinjica. Hvala, nasvidenje. https://t.co/YNcdYndRay",ni sporni govor,0
"V naslednjih tednih bo od turizma ostal le še ""karantena-turizem"". Hoteli so lahko v veliko pomoč pri izolacijah. Ne le povratnikov iz tujine! 🤔",ni sporni govor,0
"Ljudje se odzivamo na različne načine. Eni se pogovarjamo za mizo. Drugi gredo na ulice. Tretji se zgolj skrivajo za tviti. Vse je legitimno, ni pa vse konstruktivno. Mi se bomo raje dokazali z dejanji, ne besedami. @StrankaSMC",žalitev,1
"@Orleanska1 @vladaRS vem za eno, tko da je to že kr posežek, glede na malo število poslanih :)",ni sporni govor,0
"@PStendler @sarecmarjan zapreti? hahahhaa a spet nisi vzel tablet, ki so ti jih predpisali?",žalitev,1
"Le tisi, ki se držijo ukrepov so se pripravljeni odreči tudi delu plače https://t.co/oL2sEmwwro https://t.co/Fo360AGRev",ni sporni govor,0
"@AfterCorona_1 Upam da oblečena, imam otroke stare mal preko 20 in ne želim, da jim priskuti spolnost 🤪",žalitev,1
"@ErikaPlaninsec @Margu501 Jaz že 1 teden ne vstopam k mami. Pride do okna in po telefonu se pogovarjava. Verjamem, da bo🖖Drži se👍☀️🍀",ni sporni govor,0
A kdo pozna Gretino telefonsko? Lahko tud od von der Leyen! https://t.co/irCCDZICKN,žalitev,1
"Pred 75 leti se je končala 2. svetovna vojna. V želji, da se kaj tako groznega ne bi nikoli več zgodilo se je naslednji dan 9. maja rodila ideja o EU. 
Naj bo današnji dan tudi opomin za evroskeptike, ki strah pred izzivi nadomeščajo s populizimi in vzkliki, da EU nima smisla. https://t.co/wXMv1aGkjG",žalitev,1
"@StankoVrsic Kje in kdaj je kalašnikov ""stal"" 200 mark? Oziroma je bil vreden 200 mark? 

Danes polavtomatski kalašnikov ruskega podjetja Saiga v istem kalibru 7,62x39mm stane v Sloveniji 760 evrov (1500 nemških mark).",ni sporni govor,0
"@MatevzNovak Raje kot, da plačujem njun zapitek. Ti kr plačuj še naprej...jst se bom pa igral.
Važno je zgolj, kdo bo na koncu te sage imel lepši in prešernejši nasmešek...k boste dobro pozlatili in dobili zahvalo za ribe.
Mal še..",žalitev,1
"@dejandular @MladenPrajdic @Avodovnik Občutek imam, da se že celo življenje pripravljam na ta virus.",ni sporni govor,0
@petrasovdat @tretjeoko @Z3MQP v Fokusu? Pol sem pa zgrešila ... skoz kontroliram. ;),ni sporni govor,0
"@strankaSD Vaši naslednji koraki bodo samo v politično pozabo.Kaj vam pomaga sedaj delat neke ocene,ko ste bili na vladi ste pa kaj????Pobegnili od odgovornosti.",žalitev,1
"3 2 1 ... izsiljevanje, prelaganje odgovornosti, grožnje itd. https://t.co/SiU2RvxM53",žalitev,1
"@BrankoBurjan @JJansaSDS Poskusite vseeno odgovoriti. Če seveda znate.

Opozorilo: ker sem butalski policaj, lahko na FDV bullshit reagiram rahlo nepredvidljivo ;)",žalitev,1
"DOKAZ DA SO ""RUNKLI"".... BRAVO, IZGUBIL SO JO! 🥀 NAJBRŽ EDINO ŽENSKO, KI BI ZATE PREPLAVALA OCEANE! 🤦‍♀️ https://t.co/KXwFmGboLm",žalitev,1
"❗Od petka prepoved zbiranja na javnih krajih, vojski policijska pooblastila❗
#coronavirus #ostanidoma #Slovenia #virus #COVID19 
https://t.co/wliofNwYNY",ni sporni govor,0
"#Planica #visit (@ Planica (Olympic Sports Centre) in Rateče - Planica, Slovenija) https://t.co/At4Wqu4bdG https://t.co/38mh4JUw6L",ni sporni govor,0
"@Matej_Klaric Nič bati, Janša eno poje iz opozicije, ko pride na oblast, pa nič od nič. Bomo videli kako bo hermetično zaprl meje. Se spomniš njegovih 101 rešitev za Slovenijo? Potem je v letu dni zamenjal imena na treh vojašnicah in padel.",žalitev,1
Kar Janez reče o Marjanu pove več o Janezu kot o Marjanu 🤷‍♂️ https://t.co/Y6U4hFWf1B,žalitev,1
"""In brezsramno ropanje pri maskah je pohodilo moralni čut vseh, ki nismo ne 'vaši' in ne 'naši'.

Mar ne bi bilo lepše živeti v državi, v kateri gredo lopovi v zapor, pa naj bodo 'naši' ali 'vaši'?"" /2",ni sporni govor,0
"@Stavenskovrhski Bedak. Se opravičujem, ob takem razmišljanju vam kaj drugega ne morem napisati.",žalitev,1
"@ciro_ciril @sgsonjasg @Nova24TV Zakaj pravzaprav primerjaš maske z oazo? 
Ne vidim osnove za primerjavo...",ni sporni govor,0
"@majsanom @Japreva @edvardkadic @NovicaMihajlo @klara_sirovnik In to trdite tisti, ki ste proti vsem, ki mislijo drugače.",žalitev,1
"Tehnična in druga pomoč 29. 04. 2020 15:13 - Prijava
‌‌
Ob 15.13 so na Škofjeloški cesti v Medvodah gasilci iz PGD Preska-Medvode iz meteornega jaška izčrpali vodo.",ni sporni govor,0
"Izjemno hiter Ježek Sonic, ki je po nesrečnem naključju prišel na Zemljo, se bo 15. 2. ustavil tudi v Kinu Bežigrad! 💙

10.00 = BREZPLAČNA OTROŠKA DELAVNICA 🎨
11.00 = JEŽEK SONIC (SINHRONIZIRANO) 🎬

Vstopnice: https://t.co/kZOihhit7D https://t.co/TrZwl64jgp",ni sporni govor,0
"Prof. dr. Franc Strle v pogovoru za Nedeljski dnevnik: 
👉Kaj je infektologe najbolj presenetilo pri novem koronavirusu 
👉Kdaj bomo vedeli, ali telo ohrani imunost, ko je opravilo z virusom 
Več ⤵️
https://t.co/JzrzrUu32M",ni sporni govor,0
@tomltoml @BRajgelj Njo tako ali drugače jebe samo država. S pravim moškim še ni poskusila.,žalitev,1
"@Aleksan91038210 @Twitter Jaz tudi vem - iz istega časa kot Rupnikova, le v obratni smeri, pa podobno učinkovita.",ni sporni govor,0
"@armeni_janez Točno!
Vlada RS, ilegalnim migrantom je treba pobrat mobitele, poslediti njihovo gibanje in klice ter primerjati z gibanjem in klici agentov NVO in drugih sumljivih. To je delo za SOVO!!!!
Osumljene pomoči ilegalcem pripreti vse do konca epidemije, nato pa začeti sodni pregon!!",nasilje,1
@BlogSlovenija @karfjolca Baje jih je že več sto odklonilo teste..nenormalno?!,ni sporni govor,0
"Mediji bodo samostojni in neodvisni takrat, ko bodo sposobni poskrbeti sami zase. Vse ostalo je odvisnost. https://t.co/rHAedjplms",žalitev,1
"@drfilomena @AlHarlamov @Pizama @kalanderq @lavkeri @romunov @AnaOstricki Pred korono sem dal čez vse filme, sem si mislil. Friends sem že kar vnaprej imel tekste.
Nemški filmi na Cine .. karkoli že so me navdušili.",ni sporni govor,0
"To,kar   poslušam z vaše strani, ste NORI VI. In jaz, dokler sem tiho. https://t.co/TyT5RSdtpc",žalitev,1
"@jocarules @KragelNadja Virus bolj nalezljiv, kot so si predstavljali? Kaj če smo tudi mi bolj jezni, kot so si predstavljali? 👹",žalitev,1
"@pjur11 @butalskipolicaj @FrenkMate @krajnc_martin @zaslovenijo2 @JanezMeznarec @frelih_igor @zeljko_novak @EnVaitapu @peterjancic @zaspanko @slavc7 @robilesnik @caplcapinski Balkanci, trenutno ni mogočs vaša vrnitev na Balkan, malo potrpite, da gre koronavirus mimo.",žalitev,1
"(INTERVJU) Damijana Bosilj: ""Odhod domov je dobil posebno veličino"" https://t.co/NxegIgHr2o",ni sporni govor,0
"@JJansaSDS @JernejPikalo Izjava človeka, ki ne pozna razlike med besedama ""ukrepati"" in ""paničariti""...",žalitev,1
"@MilenaMilenca Na prste za preštet tiste z neko dodano vrednostjo, vse ostalo za kozlat",žalitev,1
"Kamniško teslo najprej odstopi potem bi pa drugim diktiral, kdo lahko sestavlja vlado, bedak res misli da je tito. https://t.co/4eaTs5KqNx",žalitev,1
"@MarkoSket Tole je Kremlin propaganda, lepo te prosim.😲

Lej tole (verjetno isti vir):
https://t.co/8iIkcLVYmL",žalitev,1
"Ko se v Bruslju pogovarjajo o denarni pomoči, se je potrebno prijeti za denarnico. Vsaj tako vse bolj kaže!",žalitev,1
"🗣 | ''Treniramo na polno, jutri pa nas čaka še druga pripravljalna tekma, kjer bomo poizkušali še dodatno izboljšati našo podobo,'' ~ Dohyun Kim.

Več na: https://t.co/3IkNOQBFe5

#Since1920 #ToJeNasaZgodba #100LetRumeneDruzine https://t.co/6BzxK91UXK",ni sporni govor,0
"""Janša: Trajna osnova blaginje je lahko le gospodarska rast""

Kot bejba, ki na prvem dejtu govori vse pravilne stvari, čez en mesec ti pa s ključem avto zdrgne in v kuhinji krožnike razbija.",žalitev,1
"ZAKAJ CERAR NI V ZAPORU! 
Po trgovinah vidim ljudi brez mask, edino blagajničarke jih imajo na nosu. Ne moreš jih pa kupiti, ker jih ni!
Kadar so, so po 1,5 eur za en kos.
Za enkrat it ven z njo.",žalitev,1
Švedska: policija je prekinila protest Black Lives Matter v Stockholmu. https://t.co/3zIOKq3s75,ni sporni govor,0
@Liberalec2 @indijanec ...težki časi prihajajo...tudi za medije prav gotovo...bodo tenko piskali...trenutno so razen pravosodja edini ki redno dobivajo mesečni davek (RTV Slo)...ma to ne bo trajalo dolgo...,žalitev,1
"@luksuz K takšni psihozi so zelo veliko pripomogli novinarji sami.

In ne pravim, da je JJ tudi nedolžna ovčka.

Spomnim se še naslovov v Dnevniku o ""vmešavanju v uredništvo"".

Sori, ni normalno, da ob potresu najprej pomisliš na JJ in ni normalno, da zaradi neke šale ljudje grozijo.",žalitev,1
"@JureMenart @ZigaTurk @MarkoPavlisic @milijonar slavospevov, prikazes kot vsakdanjost in samoumevnost, prakticno tekoce posle z monotonim porocanjem. Ob zdrsih, ki jih spet primerjalno z drugimi pa o njih ne “zgolj” porocas, kot je to ponavadi pri drugih politicnih opcijah, ampak naredis kolosalno afero. Zdaj ce ti tu ne vidis",žalitev,1
@bostjancizelj @StrankaSMC @PocivalsekZ @ivajgl @SpletnaMladina @APivec Ničveč v tej državi me ne preseneča,ni sporni govor,0
"@edvardkadic @FrancBreznikSDS Case bo/bi verjetno pokazal, da gre za manicno branjenje napajalisca ‘javne finance’ in privilegijev. To je vse. #kloaka",žalitev,1
"@Mpravosodje @vladaRS Varstvo posameznika 
je temeljna pravica, ki
 "" nima roka trajanja "".

Če imate voljo in čas vam lahko pošljem še sodbo sodišča iz Šmarja pri Jelšah?
Pazite na zdravje in počutje pri branju te sodbe, ker
 "" dvigne pritisk "".
Ali želite  "" široko sliko "" o sodstvu in PodJetnikih?",žalitev,1
Predsednik Furlanije Julijske krajine Fedriga Slovenijo pozval k odprtju meje https://t.co/sCtZHoGjsE https://t.co/xnkiPQDGaE,ni sporni govor,0
"GORE niso HOLLYWOOD, v gorah gre vse zares 📽️⛰️.....https://t.co/4kr0x9mNjK https://t.co/9GutCcS8dx",ni sporni govor,0
To so stranke..ki so proti Sloveniji in slovenskemu narodu..😤 https://t.co/dgXLA82omE,žalitev,1
"@pjur11 @opin8on @mrevlje @sarecmarjan A ti bi rad rekel, da Avstrijci, Italijani, Nemci, Francozi .... zaračunavajo take cifre? Dej, postav se na glavo, pa kej preber. 
A veš, da dnevno limam tale link, sami bebci, ki nimajo pojma, kaj je privat zdravstvo v resnici. Isti, kot ti. https://t.co/YqzrihjjIZ",žalitev,1
"Pravkar ulovljena jadranska tuna, lignji in morski ježki. Paška jagnjetina, ki se prosto pase po otoku in ima zato izrazito slan priokus. Boškinac, zadnja hrvaška Michelinova zvezdica, je posebnež tudi zato, ker uporablja zgolj in samo sestavine s Paga.
https://t.co/lv8WN7ykvS",ni sporni govor,0
"@had @StrankaSMC @stranka_DeSUS V bistvu so tam že zamenjani, tole je še samo formalnost ;)",žalitev,1
"Regijski portal Kamra je spletno mesto, ki združuje digitalizirane vsebine s področja domoznanstva v knjižnicah in drugih lokalnih kulturnih ustanovah. Na Kamri spoznavamo zgodbe, ki so za neko področje značilne, zanimive in v interesu lokalne skupnosti https://t.co/rWoy4zTWe7 https://t.co/WrditUL6wp",ni sporni govor,0
"Vse bolj kaže, da DESUS zapušča vlogo dušebrižnega servisa za peščico ostarelih rusofilov in jugonostalgikov in postaja pomembna politična stranka, ki bo delovala v skladu z interesi svojih članov in v dobro države Slovenije. Iskrene čestitke ga. Pivec.",ni sporni govor,0
"@gastarbeitr @bilgladen ZUJF je bil na mestu in je bil dober ukrep. Velik, del ekipe, ki je sestavila ZUJF je v trenutni ekipi, ki pripravlja ukrepe.",ni sporni govor,0
"Počasi nam pa le gre na bolje?Grafična @RTV_Slovenija “koronica”, kot je v soboto pela zasedba Mala terasa, je počasi že manjša in temnejše barve. (slika z voditeljem ponedeljek, z voditeljico v četrtek). #muzu #tv https://t.co/YKfmJoTVsB",ni sporni govor,0
"@RADimamVINO @MarkoFratnik ja,v Italiji so dolgo trobili,da so pri njih te številke tako visoke,ravno zato,ker imajo tako vrhunski zdravstveni sistem za odkrivanje in ker vse primere odkrito objavijo.Danes vemo, da je bil to njihov oblaček.Tudi karanteni ne rečejo karantena, ampak zaščiteno območje.blabla",žalitev,1
@DarkoErmenc @AnaNova61478807 @markopigac @MatejTonin @Slovenskavojska Zdej pa mediji lažejo. 😂😂 Kakšen idiotizem se pa vi greste.,žalitev,1
"Igralec Bradey Cooper in njegovo nekdanje dekle, ruska supermanekenka Irina Shayk, sta se srečala na zabavi britanskega Vogua in dokazala, da med njima po razhodu ni nikakršne hude krvi. Objeta in nasmejana sta se nastavila fotografskim objektivom. https://t.co/wIG0IWKLSu https://t.co/Y1LXUx2Fdm",ni sporni govor,0
"Tega pa ze dolgo nisem uzrl.

So vsi prerjaveli v prah? https://t.co/6itHF0tA7o",ni sporni govor,0
"@vecer @MatijaStepisnik Saj se bo pri nas že jutri upočasnilo, nehali smo testirati verjetno okužene.",ni sporni govor,0
@007_delic @BineTraven @nmusar @Nova24TV Bomo to bolniško organizacijo temeljito preiskali in spremljali.,žalitev,1
@_wupe @RomanVodeb @SpletnaMladina @borutmekina @RTV_Slovenija Naredili bo do dve oddaji v petek zvečer..kako se ze reče. Tistim cigu migam?,žalitev,1
"Prosimo Policijo v imenu članov in podpornikov SSN, da končno začnete opravljati delo, za katerega vas plačujemo. To je varnost ljudi, imetja in zaščita državne meje! Politike se pa izogibajte, to je naše delo! https://t.co/KshsQgjb0m",žalitev,1
@iztokgartner Točno to si mislim o vlaganju milijonov evrov za vojaško streljačino.,ni sporni govor,0
"@AljosaNovakovic @z8_LJ OK, ste me razorožili z argumentacijo! Očitno sem zaradi prevelike čustvene distance prej simpatizer kot goreč navijač! Mogoče se še kdaj znajdem med navijači! 😜⚽️",ni sporni govor,0
"Dejansko najboljši kader, ki še sploh želi sodelovat z drugorazrednimi. https://t.co/4rawrccULi",ni sporni govor,0
"@metkav1 Dvorišča so polna otrok,psov,preveč je ljudi,ki ne verjamejo ali pa ne razumejo,da virus je tukaj med nami in da je hudo nevaren.Državljani potrebujejo strožje ukrepe,da se bodi zbudili in da bomo zaščiteni vsi,ki razumemo,da so v nevarnosti človeška življenja.",ni sporni govor,0
"Šarec: Računal sem na besede iz 2018, ko so se vsi zaklinjali, da z Janezom Janšo ne gredo https://t.co/OLUC7BMtuM",ni sporni govor,0
"Sam, da bi se pa zmenila, da račun po mailu pošljejo, to pa me. Zej me pa nej sam en spomni čez 1 teden, da gremo veterinarja plačat.",ni sporni govor,0
"@PIA_GOR @engslove1 @scdtwister @blaz_zgaga @StiglerCenter @ChicagoBooth Vidi se, da pojma nimaš. Naštej pet držav, kjer je komunistična stranka prepovedana.",žalitev,1
"Slovenija je imela 1. januarja letos 2.095.861 prebivalcev, kar je 14.953 oseb oz. 0,7 odstotka več kot leto prej. Število državljanov Slovenije se je lani, tako kot že nekaj let pred tem, zmanjšalo, spet pa se je povečalo število tujih državljanov.  https://t.co/quCuT30wbf",ni sporni govor,0
"@Bocob5 @rtvslo Prvotni članek je bil objavljen na portalu Politico, avtorica je Lili Bayer. Lahko si ga prebereš tukaj: https://t.co/JMld14aDiJ",ni sporni govor,0
@Je_rca @vladaRS Kaj nebi ti umazana zver v cloveski podobi nehala lajati po spletih. Kaj ne vidis da te narod mrzi v dno duse,žalitev,1
"@RokPust @AndrazLogar @m_stular Zakaj flancaš? Brez vedenja cene za posamezne postavke ne moreš kar ""analizirati.""Stvar je dobra in slaba, ker jo lahko nekdo izkoristi. Sem proti aplikaciji!",žalitev,1
"@FinancnaUPR Kdo ima pristojnost, da odloči tako? 
V zakonu izrecno piše, da velja za april in maj.",ni sporni govor,0
"@Bozic69 @had @anzelc_ervin @BernardaGrobler Kaj to pomeni? Da nosijo orožje, nimajo pa streliva?",ni sporni govor,0
"@metkav1 Vemo dobro kdo je ignoriral virus in se drl na ves glas, naj se ne dela panika!!!",žalitev,1
"@Hrastnikov @Avtokampi v osnovi je želja EU, da se cestnini po prevoženih kilometrih in z ""GPS"" sistemom. No, pri nas smo šli v portale in je to malo težje, ampak če to počnejo pri tovornih vozilih s to tehnologijo ... Če bi želeli le vinjeto, se kupi na spletu/telefonu in vpišeš registrsko. Simpl.",ni sporni govor,0
"@SimonTraven @LevaUros S kom naj se bratimo s Turki!? Mi spadamo v Srednjo Evropo! Naši bratje so Poljaki, Čehi in Slovaki! S Slovaki smo Slovenci celo iz iste družine! Pridružili se nam bi tudi hrvaški Slovenci - kajkavci in del zahodnih Ukrajincev.",žalitev,1
"@goyts Prepričan sem, da ta pes ni napadel zadnjič. Zelo verjetno bo napadel tudi vodnika ali sodelavca.",ni sporni govor,0
"Ko se enkrat odločimo in to sprejmemo - ne hoditi naokrog, če ni nujno - gre. Dajmo #skupaj Za začetek si pomagamo s petjem. #Azzuro #Skavtinjasižvižgainpojevtežavah @skavti",ni sporni govor,0
@drVinkoGorenak @PocivalsekZ @MatjaNemec Mene je po nekaj kritičnih tvitih blokiral.,žalitev,1
@petrasovdat evo sveže. borut in joga. top kombo ❤❤❤ https://t.co/paNQ8V7TKi,ni sporni govor,0
"@lojzi1 @SlovenijaVsrcu Vi, Lojzi, osebno izgledate v vrhunski telesni pripravljenosti.",žalitev,1
@MatevzNovak Daj mi povej zakaj bi mi morali plačevat privat medije. To je #Nonsense,žalitev,1
"@ZigaTurk @TVOdmevi kater 2, katerih 1? ... tega ne razumem. sicer pa nezmah ni ponudil neke opcije razsvetljenja.. cesar se ne bi slisali.",ni sporni govor,0
"@indijanec @strankaSD @tfajon Kaj bodo šli spet iz zelene v rdečo?🤔
Leteči potepuhi so peli:
Pr Republiški upravi čez rdečo peljeva,
policaj naju ustavi in me oklofuta.
»Nikoli u ta rdečo, boš s pendrekom dobil,
naredu boš nesrečo, če boš u ta rdečo ril.«",žalitev,1
"Na obali sonce sije,
 včasih res tud veter brije;
 na obali luštn je vsak dan.

...",ni sporni govor,0
"@surfon Kako lahko komentirate katera njegova napoved se ni uresničila, če sami pravite, da njegovih del ne poznate?",ni sporni govor,0
"@PrometejDD @lukavalas @opica @ukclj @UKCMaribor Če bi pravočasno nabavili dovolj testerjev, usposobili in pripravili laboratorije, pripravili protokole za odvzem vzorcev, obravnavo pozitivnih, sledenje stikom, predvideli začasne zmoglivosti...
Karantena ni edini ukrep, samo občuti se ga najbolj
Za vse navedeno je bil čas",ni sporni govor,0
Zakaj POP TV pripravlja nove napade na Janšo? https://t.co/PyCaeR9y4Q via @Nova24TV,žalitev,1
"@uporabnastran @MZZRS Res je in takih je veliko - prav pametno (kljub resnim!! opozorilom) jih je cel kup letelo v Španijo zadnje dni, ko je FR še letel iz I. Letov nazaj ni več. Potem se jih je večina prebookirala za VIE, ker jim je bila LH predraga. Zdaj bodo tudi ti leti na VIE storno.",ni sporni govor,0
"@DKopse Kdaj bodo preiskali spodnje pranje davkoplačevalskega denarja in financiranje terorizma?
https://t.co/zdi0t6qNJg",žalitev,1
"Levičarski protestniki, ki, pri svojih ""performansih"", uporabljajo  najbolj nizkotne, metode, (izsiljevanja , provokacije organov pregona, precizno dodelane metode zastraševanja, žaljenje in grožnje z smrtjo), so v  veliki večini , samo z namenom, denormalizirati stanje v državi. https://t.co/EmAH6Eq3Jd",žalitev,1
"@juremes Še dobro, da je človeštvo že rešilo problem globalnega segrevanja in nuklearnega orožja, saj tile politiki res ne vlivajo zaupanja ...",žalitev,1
"KAJ ZA VRAGA POMENI, KO REČE ""𝑹𝑨𝑩𝑰𝑴 𝑪̌𝑨𝑺, 𝑷𝑹𝑶𝑺𝑻𝑶𝑹 𝒁𝑨𝑺𝑬""?! 🤷‍♂️ NO, NA TO SO ODGOVORILI MOŠKI SAMI, POGLEJ SI, KAJ PRAVIJO! 👇 https://t.co/fySZSNrijL",žalitev,1
"📣STO je objavila poziv za naziv Snovalec 2020, s katerim pomaga pri uresničevanju inovativnih projektov s področja turizma. 💡 
➡️ Za najboljše ideje je na voljo 30.000 evrov bruto nepovratnih sredstev.🎉
Več 👉 https://t.co/xvcdvtWGi8 https://t.co/BAqCbgwsWq",ni sporni govor,0
"RENAULT F1: RAZOČARANJE! Predstavitev novega dirkalnika, ki to sploh ni bila #renaultf1 #renaultsport #renaultrs20 https://t.co/A0aMhHIh3T https://t.co/5Z8b0ICkh7",ni sporni govor,0
@Jelena_Ascic @MatjaNemec @novinarSI Kaj pa napad in grožnje https://t.co/hNpaXeNo8Ožini ?,žalitev,1
Zgodba o morilski španski gospe in črni smrti https://t.co/2dIbG0GdfU https://t.co/iBjKqTpoBD,ni sporni govor,0
"So naredili morebiti zapisnik, koliko denarja je nafehtanega? Ali že vodijo svojo knjigo? Komu bo poročala blagajničarka? https://t.co/ltp8vAD7pN",žalitev,1
"@CitezomRogi @JJansaSDS @RTV_Slovenija @24UR @strankaSDS Kaj pa najuspešne države na svetu kot so Finska, Nova Zelandija in da ne omenjamo najbogatejše ameriške zvezne države Kalifornije, ki leva na nivoju naše levice? Jaz se ne postavljam v bran (še) nobeni stranki, ampak tale argument je popolnoma neutemeljen.",ni sporni govor,0
"tip se cepi proti vsem, je vsejed, ne hodi v daktarija, verjame v ""okroglost"" zemlje, ne verjame, da nam nato v ozračje spušča strupe, prepričan je pa, da 5g ubija čebele. 

pa tako dobro mu je kazalo...",žalitev,1
"@IgorZavrsnik @vinkovasle1 @Nova24TV Bratjuska je pozabila,da jim je Sarec zvisal place!",žalitev,1
"@JJansaSDS @vladaRS @PocivalsekZ @MatejTonin @APivec To je tko kot, da bi direktor firme naredi anketo za najbojšga direktorja, pa bi vsi zaposleni glasovali zanj, k se bojijo za službe.",žalitev,1
"Preden me naslednjič po družbenih omrežjih sprašuješ če imam kaj časa, ker imaš zame eno vprašanje...

DOMAČE BRANJE:
https://t.co/bAND7lSrVo 

če pa te še vedno zanima ali imam kaj časa, 
žal ne.",ni sporni govor,0
"@strankaSD rešuje realne probleme ljudi. 😉 Tiste, najbolj akutne in nujne. 🙄 https://t.co/VMnZSKcSL8",žalitev,1
